Rk,Team,Date,Opp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Match Report
439,Brighton,2021-12-15,Wolves,L 0-1,0,1,-1,59,0,0,0,0,685,54,165,255,219,16,685,Match Report
440,Wolves,2021-12-15,Brighton,W 1-0,1,0,+1,41,1,0,0,0,509,66,240,173,101,15,509,Match Report
441,Aston Villa,2021-12-14,Norwich City,W 2-0,2,0,+2,50,2,0,0,0,605,55,163,236,215,34,605,Match Report
442,Manchester City,2021-12-14,Leeds United,W 7-0,7,0,+7,63,7,0,0,0,755,50,150,255,244,42,755,Match Report
443,Norwich City,2021-12-14,Aston Villa,L 0-2,0,2,-2,50,0,0,0,0,621,77,239,255,116,14,621,Match Report
444,Leeds United,2021-12-14,Manchester City,L 0-7,0,7,-7,37,0,0,0,0,455,92,253,143,63,9,455,Match Report
445,Everton,2021-12-12,Crystal Palace,L 1-3,1,3,-2,39,1,0,0,0,471,52,160,184,135,10,471,Match Report
446,Burnley,2021-12-12,West Ham,D 0-0,0,0,0,40,0,0,0,0,460,74,171,186,108,13,460,Match Report
447,West Ham,2021-12-12,Burnley,D 0-0,0,0,0,60,0,0,0,0,621,47,174,250,200,36,621,Match Report
448,Newcastle Utd,2021-12-12,Leicester City,L 0-4,0,4,-4,53,0,0,0,0,587,45,184,239,167,33,587,Match Report
449,Leicester City,2021-12-12,Newcastle Utd,W 4-0,4,0,+4,47,3,1,1,0,544,62,169,255,103,14,543,Match Report
450,Crystal Palace,2021-12-12,Everton,W 3-1,3,1,+2,61,3,0,0,0,665,64,255,247,151,25,665,Match Report
451,Southampton,2021-12-11,Arsenal,L 0-3,0,3,-3,39,0,0,0,0,470,64,169,207,98,14,470,Match Report
452,Norwich City,2021-12-11,Manchester Utd,L 0-1,0,1,-1,48,0,0,0,0,605,76,217,255,119,22,605,Match Report
453,Manchester Utd,2021-12-11,Norwich City,W 1-0,1,0,+1,52,0,1,1,0,660,55,177,255,166,23,659,Match Report
454,Arsenal,2021-12-11,Southampton,W 3-0,3,0,+3,61,3,0,0,0,646,72,249,255,144,30,646,Match Report
455,Chelsea,2021-12-11,Leeds United,W 3-2,3,2,+1,57,1,2,2,0,595,61,168,246,188,23,593,Match Report
456,Aston Villa,2021-12-11,Liverpool,L 0-1,0,1,-1,38,0,0,0,0,502,104,227,172,104,13,502,Match Report
457,Liverpool,2021-12-11,Aston Villa,W 1-0,1,0,+1,62,0,1,1,0,729,41,162,255,239,61,728,Match Report
458,Manchester City,2021-12-11,Wolves,W 1-0,1,0,+1,71,0,1,1,0,895,21,93,255,255,50,894,Match Report
459,Leeds United,2021-12-11,Chelsea,L 2-3,2,3,-1,43,1,1,1,0,459,73,204,165,96,14,458,Match Report
460,Wolves,2021-12-11,Manchester City,L 0-1,0,1,-1,29,0,0,0,0,460,118,255,171,24,5,460,Match Report
461,Brentford,2021-12-10,Watford,W 2-1,2,1,+1,63,1,1,1,0,633,47,180,255,164,28,632,Match Report
462,Watford,2021-12-10,Brentford,L 1-2,1,2,-1,37,1,0,0,0,448,66,191,182,80,8,448,Match Report
463,Everton,2021-12-06,Arsenal,W 2-1,2,1,+1,37,2,0,0,0,480,56,144,217,127,14,480,Match Report
464,Arsenal,2021-12-06,Everton,L 1-2,1,2,-1,63,1,0,0,0,731,65,237,255,131,18,731,Match Report
465,Crystal Palace,2021-12-05,Manchester Utd,L 0-1,0,1,-1,39,0,0,0,0,488,76,210,199,83,9,488,Match Report
466,Tottenham,2021-12-05,Norwich City,W 3-0,3,0,+3,41,3,0,0,0,595,61,203,253,145,15,595,Match Report
467,Norwich City,2021-12-05,Tottenham,L 0-3,0,3,-3,59,0,0,0,0,797,64,246,255,155,24,797,Match Report
468,Manchester Utd,2021-12-05,Crystal Palace,W 1-0,1,0,+1,61,1,0,0,0,703,36,158,255,246,33,703,Match Report
469,Brentford,2021-12-05,Leeds United,D 2-2,2,2,0,37,2,0,0,0,460,68,183,170,112,22,460,Match Report
470,Leicester City,2021-12-05,Aston Villa,L 1-2,1,2,-1,59,1,0,0,0,669,40,146,255,192,33,669,Match Report
471,Aston Villa,2021-12-05,Leicester City,W 2-1,2,1,+1,41,2,0,0,0,516,63,205,210,108,23,516,Match Report
472,Leeds United,2021-12-05,Brentford,D 2-2,2,2,0,63,2,0,0,0,676,50,174,255,209,21,676,Match Report
473,Manchester City,2021-12-04,Watford,W 3-1,3,1,+2,77,3,0,0,0,978,57,197,255,255,68,978,Match Report
474,Brighton,2021-12-04,Southampton,D 1-1,1,1,0,56,1,0,0,0,574,70,219,230,128,13,574,Match Report
475,Chelsea,2021-12-04,West Ham,L 2-3,2,3,-1,63,2,0,0,0,727,51,143,255,255,44,727,Match Report
476,Wolves,2021-12-04,Liverpool,L 0-1,0,1,-1,34,0,0,0,0,482,92,249,171,66,7,482,Match Report
477,Liverpool,2021-12-04,Wolves,W 1-0,1,0,+1,66,1,0,0,0,794,30,147,255,254,39,794,Match Report
478,Newcastle Utd,2021-12-04,Burnley,W 1-0,1,0,+1,48,1,0,0,0,465,58,183,163,128,26,465,Match Report
479,Burnley,2021-12-04,Newcastle Utd,L 0-1,0,1,-1,52,0,0,0,0,509,61,159,254,102,13,509,Match Report
480,West Ham,2021-12-04,Chelsea,W 3-2,3,2,+1,37,2,1,1,0,479,84,200,194,90,19,478,Match Report
481,Southampton,2021-12-04,Brighton,D 1-1,1,1,0,44,1,0,0,0,488,50,139,190,165,31,488,Match Report
482,Watford,2021-12-04,Manchester City,L 1-3,1,3,-2,23,1,0,0,0,372,83,162,136,77,13,372,Match Report
483,Manchester Utd,2021-12-02,Arsenal,W 3-2,3,2,+1,44,2,1,1,0,561,56,182,230,158,18,560,Match Report
484,Arsenal,2021-12-02,Manchester Utd,L 2-3,2,3,-1,56,2,0,0,0,658,81,218,255,185,16,658,Match Report
485,Brentford,2021-12-02,Tottenham,L 0-2,0,2,-2,53,0,0,0,0,669,72,252,255,114,20,669,Match Report
486,Tottenham,2021-12-02,Brentford,W 2-0,2,0,+2,47,1,0,0,0,609,61,221,255,137,22,609,Match Report
487,Chelsea,2021-12-01,Watford,W 2-1,2,1,+1,49,2,0,0,0,598,79,255,241,90,17,598,Match Report
488,Leicester City,2021-12-01,Southampton,D 2-2,2,2,0,55,2,0,0,0,604,80,246,254,109,26,604,Match Report
489,Brighton,2021-12-01,West Ham,D 1-1,1,1,0,65,1,0,0,0,709,81,213,255,175,28,709,Match Report
490,Everton,2021-12-01,Liverpool,L 1-4,1,4,-3,33,1,0,0,0,424,62,159,184,85,12,424,Match Report
491,Manchester City,2021-12-01,Aston Villa,W 2-1,2,1,+1,64,2,0,0,0,735,54,169,255,249,35,735,Match Report
492,Burnley,2021-12-01,Wolves,D 0-0,0,0,0,35,0,0,0,0,468,72,151,216,108,11,468,Match Report
493,Wolves,2021-12-01,Burnley,D 0-0,0,0,0,65,0,0,0,0,755,57,220,255,246,30,755,Match Report
494,Southampton,2021-12-01,Leicester City,D 2-2,2,2,0,45,2,0,0,0,500,49,138,224,149,27,500,Match Report
495,Watford,2021-12-01,Chelsea,L 1-2,1,2,-1,51,1,0,0,0,573,36,114,221,241,19,573,Match Report
496,West Ham,2021-12-01,Brighton,D 1-1,1,1,0,35,1,0,0,0,434,51,135,166,140,24,434,Match Report
497,Liverpool,2021-12-01,Everton,W 4-1,4,1,+3,67,4,0,0,0,747,70,244,255,168,28,747,Match Report
498,Aston Villa,2021-12-01,Manchester City,L 1-2,1,2,-1,36,1,0,0,0,481,96,207,191,89,17,481,Match Report
499,Newcastle Utd,2021-11-30,Norwich City,D 1-1,1,1,0,32,0,1,1,0,387,60,171,146,75,9,386,Match Report
500,Leeds United,2021-11-30,Crystal Palace,W 1-0,1,0,+1,61,0,1,1,0,645,62,217,255,144,17,644,Match Report
501,Crystal Palace,2021-11-30,Leeds United,L 0-1,0,1,-1,39,0,0,0,0,472,73,212,174,96,19,472,Match Report
502,Norwich City,2021-11-30,Newcastle Utd,D 1-1,1,1,0,68,1,0,0,0,717,43,148,255,236,28,717,Match Report
503,Chelsea,2021-11-28,Manchester Utd,D 1-1,1,1,0,65,0,1,1,0,761,46,188,255,245,44,760,Match Report
504,Leicester City,2021-11-28,Watford,W 4-2,4,2,+2,56,4,0,0,0,579,67,207,254,126,24,579,Match Report
505,Manchester City,2021-11-28,West Ham,W 2-1,2,1,+1,68,2,0,0,0,867,60,208,255,228,28,867,Match Report
506,Watford,2021-11-28,Leicester City,L 2-4,2,4,-2,44,1,1,1,0,466,42,133,204,135,26,465,Match Report
507,Everton,2021-11-28,Brentford,L 0-1,0,1,-1,60,0,0,0,0,709,37,155,255,221,24,709,Match Report
508,Manchester Utd,2021-11-28,Chelsea,D 1-1,1,1,0,35,1,0,0,0,483,98,224,185,79,7,483,Match Report
509,Brentford,2021-11-28,Everton,W 1-0,1,0,+1,40,0,1,1,0,514,96,255,166,94,11,513,Match Report
510,West Ham,2021-11-28,Manchester City,L 1-2,1,2,-1,32,1,0,0,0,461,73,173,178,114,12,461,Match Report
511,Newcastle Utd,2021-11-27,Arsenal,L 0-2,0,2,-2,34,0,0,0,0,462,82,249,133,91,13,462,Match Report
512,Wolves,2021-11-27,Norwich City,D 0-0,0,0,0,57,0,0,0,0,734,68,255,255,113,16,734,Match Report
513,Liverpool,2021-11-27,Southampton,W 4-0,4,0,+4,64,4,0,0,0,779,79,244,255,181,40,779,Match Report
514,Aston Villa,2021-11-27,Crystal Palace,W 2-1,2,1,+1,36,2,0,0,0,487,67,202,180,111,16,487,Match Report
515,Brighton,2021-11-27,Leeds United,D 0-0,0,0,0,57,0,0,0,0,659,63,202,255,173,35,659,Match Report
516,Southampton,2021-11-27,Liverpool,L 0-4,0,4,-4,36,0,0,0,0,499,78,192,220,91,18,499,Match Report
517,Crystal Palace,2021-11-27,Aston Villa,L 1-2,1,2,-1,64,1,0,0,0,735,43,234,255,210,27,735,Match Report
518,Norwich City,2021-11-27,Wolves,D 0-0,0,0,0,43,0,0,0,0,596,42,145,255,187,23,596,Match Report
519,Arsenal,2021-11-27,Newcastle Utd,W 2-0,2,0,+2,66,2,0,0,0,778,54,159,255,252,32,778,Match Report
520,Leeds United,2021-11-27,Brighton,D 0-0,0,0,0,43,0,0,0,0,548,87,209,245,103,19,548,Match Report
521,Leeds United,2021-11-21,Tottenham,L 1-2,1,2,-1,57,1,0,0,0,699,80,239,255,167,24,699,Match Report
522,Tottenham,2021-11-21,Leeds United,W 2-1,2,1,+1,43,2,0,0,0,580,68,196,255,113,22,580,Match Report
523,Manchester City,2021-11-21,Everton,W 3-0,3,0,+3,77,3,0,0,0,1004,43,134,255,255,34,1004,Match Report
524,Everton,2021-11-21,Manchester City,L 0-3,0,3,-3,23,0,0,0,0,376,86,198,102,81,10,376,Match Report
525,Liverpool,2021-11-20,Arsenal,W 4-0,4,0,+4,62,4,0,0,0,778,85,255,255,154,40,778,Match Report
526,Watford,2021-11-20,Manchester Utd,W 4-1,4,1,+3,39,4,0,1,1,477,45,111,203,170,34,476,Match Report
527,Southampton,2021-11-20,Norwich City,L 1-2,1,2,-1,62,1,0,0,0,734,40,183,255,205,36,734,Match Report
528,Manchester Utd,2021-11-20,Watford,L 1-4,1,4,-3,61,1,0,0,0,687,79,255,255,86,19,687,Match Report
529,Norwich City,2021-11-20,Southampton,W 2-1,2,1,+1,38,2,0,0,0,485,74,174,179,138,15,485,Match Report
530,Burnley,2021-11-20,Crystal Palace,D 3-3,3,3,0,40,3,0,0,0,456,45,140,222,99,19,456,Match Report
531,Wolves,2021-11-20,West Ham,W 1-0,1,0,+1,52,1,0,0,0,667,58,217,255,140,20,667,Match Report
532,Arsenal,2021-11-20,Liverpool,L 0-4,0,4,-4,38,0,0,0,0,518,88,249,197,74,5,518,Match Report
533,Brighton,2021-11-20,Aston Villa,L 0-2,0,2,-2,62,0,0,0,0,752,86,255,255,158,11,752,Match Report
534,West Ham,2021-11-20,Wolves,L 0-1,0,1,-1,48,0,0,0,0,629,58,172,255,139,16,629,Match Report
535,Crystal Palace,2021-11-20,Burnley,D 3-3,3,3,0,60,3,0,0,0,645,73,208,255,140,28,645,Match Report
536,Chelsea,2021-11-20,Leicester City,W 3-0,3,0,+3,61,3,0,0,0,758,46,201,255,158,20,758,Match Report
537,Brentford,2021-11-20,Newcastle Utd,D 3-3,3,3,0,47,2,0,0,0,510,94,199,208,111,21,510,Match Report
538,Newcastle Utd,2021-11-20,Brentford,D 3-3,3,3,0,53,3,0,0,0,542,49,149,221,178,36,542,Match Report
539,Leicester City,2021-11-20,Chelsea,L 0-3,0,3,-3,39,0,0,0,0,518,64,221,216,89,4,518,Match Report
540,Aston Villa,2021-11-20,Brighton,W 2-0,2,0,+2,38,2,0,0,0,498,51,175,184,147,23,498,Match Report
541,Watford,2021-11-07,Arsenal,L 0-1,0,1,-1,40,0,0,0,0,472,68,183,193,102,13,472,Match Report
542,Arsenal,2021-11-07,Watford,W 1-0,1,0,+1,60,1,0,1,1,657,58,239,255,152,26,656,Match Report
543,Everton,2021-11-07,Tottenham,D 0-0,0,0,0,45,0,0,0,0,584,45,168,255,164,20,584,Match Report
544,Leicester City,2021-11-07,Leeds United,D 1-1,1,1,0,44,1,0,0,0,523,94,240,186,100,17,523,Match Report
545,Liverpool,2021-11-07,West Ham,L 2-3,2,3,-1,69,2,0,0,0,829,43,161,255,255,44,829,Match Report
546,West Ham,2021-11-07,Liverpool,W 3-2,3,2,+1,31,2,0,0,0,452,82,195,179,83,12,452,Match Report
547,Leeds United,2021-11-07,Leicester City,D 1-1,1,1,0,56,1,0,0,0,635,57,213,234,192,26,635,Match Report
548,Tottenham,2021-11-07,Everton,D 0-0,0,0,0,55,0,0,0,0,681,65,255,255,130,17,681,Match Report
549,Manchester City,2021-11-06,Manchester Utd,W 2-0,2,0,+2,67,1,0,0,0,938,47,166,255,255,30,938,Match Report
550,Brentford,2021-11-06,Norwich City,L 1-2,1,2,-1,64,1,0,0,0,735,49,176,255,215,43,735,Match Report
551,Wolves,2021-11-06,Crystal Palace,L 0-2,0,2,-2,40,0,0,0,0,522,54,170,254,101,18,522,Match Report
552,Crystal Palace,2021-11-06,Wolves,W 2-0,2,0,+2,60,2,0,0,0,717,57,248,255,155,24,717,Match Report
553,Chelsea,2021-11-06,Burnley,D 1-1,1,1,0,70,1,0,0,0,796,46,238,255,255,53,796,Match Report
554,Brighton,2021-11-06,Newcastle Utd,D 1-1,1,1,0,65,0,1,1,0,797,71,206,255,153,21,796,Match Report
555,Norwich City,2021-11-06,Brentford,W 2-1,2,1,+1,36,1,1,1,0,499,82,235,185,85,12,498,Match Report
556,Burnley,2021-11-06,Chelsea,D 1-1,1,1,0,30,1,0,0,0,417,73,153,181,85,8,417,Match Report
557,Newcastle Utd,2021-11-06,Brighton,D 1-1,1,1,0,35,1,0,0,0,462,62,220,163,84,16,462,Match Report
558,Manchester Utd,2021-11-06,Manchester City,L 0-2,0,2,-2,33,0,0,0,0,526,73,226,220,85,4,526,Match Report
559,Aston Villa,2021-11-05,Southampton,L 0-1,0,1,-1,44,0,0,0,0,494,57,157,181,159,26,494,Match Report
560,Southampton,2021-11-05,Aston Villa,W 1-0,1,0,+1,56,1,0,0,0,603,75,206,255,147,22,603,Match Report
561,Everton,2021-11-01,Wolves,L 1-2,1,2,-1,39,1,0,0,0,535,43,134,255,127,25,535,Match Report
562,Wolves,2021-11-01,Everton,W 2-1,2,1,+1,61,2,0,0,0,771,68,238,255,136,17,771,Match Report
563,Leeds United,2021-10-31,Norwich City,W 2-1,2,1,+1,52,2,0,0,0,514,58,202,218,100,18,514,Match Report
564,Norwich City,2021-10-31,Leeds United,L 1-2,1,2,-1,48,1,0,0,0,469,47,182,175,119,10,469,Match Report
565,Aston Villa,2021-10-31,West Ham,L 1-4,1,4,-3,43,1,0,0,0,483,45,148,218,122,16,483,Match Report
566,West Ham,2021-10-31,Aston Villa,W 4-1,4,1,+3,57,4,0,0,0,631,55,194,255,136,23,631,Match Report
567,Leicester City,2021-10-30,Arsenal,L 0-2,0,2,-2,64,0,0,0,0,772,74,233,255,184,25,772,Match Report
568,Tottenham,2021-10-30,Manchester Utd,L 0-3,0,3,-3,58,0,0,0,0,715,48,187,255,219,17,715,Match Report
569,Southampton,2021-10-30,Watford,W 1-0,1,0,+1,60,1,0,0,0,633,60,218,255,143,30,633,Match Report
570,Watford,2021-10-30,Southampton,L 0-1,0,1,-1,40,0,0,0,0,468,60,158,197,116,9,468,Match Report
571,Manchester Utd,2021-10-30,Tottenham,W 3-0,3,0,+3,42,3,0,0,0,568,70,203,250,120,19,568,Match Report
572,Manchester City,2021-10-30,Crystal Palace,L 0-2,0,2,-2,68,0,0,0,0,807,37,163,255,255,43,807,Match Report
573,Brighton,2021-10-30,Liverpool,D 2-2,2,2,0,42,2,0,0,0,614,91,255,242,120,20,614,Match Report
574,Brentford,2021-10-30,Burnley,L 1-3,1,3,-2,59,1,0,0,0,672,75,255,255,111,13,672,Match Report
575,Arsenal,2021-10-30,Leicester City,W 2-0,2,0,+2,36,2,0,0,0,487,82,188,192,116,19,487,Match Report
576,Chelsea,2021-10-30,Newcastle Utd,W 3-0,3,0,+3,79,2,1,1,0,897,34,124,255,255,29,896,Match Report
577,Burnley,2021-10-30,Brentford,W 3-1,3,1,+2,41,3,0,0,0,527,66,165,248,117,13,527,Match Report
578,Newcastle Utd,2021-10-30,Chelsea,L 0-3,0,3,-3,21,0,0,0,0,321,73,158,115,54,9,321,Match Report
579,Liverpool,2021-10-30,Brighton,D 2-2,2,2,0,58,2,0,0,0,792,58,227,255,189,30,792,Match Report
580,Crystal Palace,2021-10-30,Manchester City,W 2-0,2,0,+2,32,2,0,0,0,477,116,255,166,57,11,477,Match Report
581,Liverpool,2021-10-24,Manchester Utd,W 5-0,5,0,+5,62,5,0,0,0,845,47,157,255,173,24,845,Match Report
582,West Ham,2021-10-24,Tottenham,W 1-0,1,0,+1,38,1,0,0,0,544,66,222,217,114,22,544,Match Report
583,Tottenham,2021-10-24,West Ham,L 0-1,0,1,-1,62,0,0,0,0,773,42,199,255,141,15,773,Match Report
584,Manchester Utd,2021-10-24,Liverpool,L 0-5,0,5,-5,38,0,0,0,0,525,65,194,221,115,20,525,Match Report
585,Brentford,2021-10-24,Leicester City,L 1-2,1,2,-1,54,1,0,0,0,611,44,152,255,152,26,611,Match Report
586,Leicester City,2021-10-24,Brentford,W 2-1,2,1,+1,46,2,0,0,0,553,95,255,222,71,12,553,Match Report
587,Chelsea,2021-10-23,Norwich City,W 7-0,7,0,+7,62,5,1,1,0,753,31,153,255,251,25,752,Match Report
588,Everton,2021-10-23,Watford,L 2-5,2,5,-3,49,2,0,0,0,584,67,226,216,145,37,584,Match Report
589,Burnley,2021-10-23,Southampton,D 2-2,2,2,0,39,2,0,0,0,450,54,148,164,143,12,450,Match Report
590,Newcastle Utd,2021-10-23,Crystal Palace,D 1-1,1,1,0,26,1,0,0,0,391,67,162,133,100,20,391,Match Report
591,Wolves,2021-10-23,Leeds United,D 1-1,1,1,0,38,1,0,0,0,459,80,208,188,67,11,459,Match Report
592,Leeds United,2021-10-23,Wolves,D 1-1,1,1,0,62,0,1,1,0,665,38,159,255,190,36,664,Match Report
593,Southampton,2021-10-23,Burnley,D 2-2,2,2,0,61,2,0,0,0,627,58,189,255,177,27,627,Match Report
594,Crystal Palace,2021-10-23,Newcastle Utd,D 1-1,1,1,0,74,1,0,0,0,828,60,216,255,223,31,828,Match Report
595,Norwich City,2021-10-23,Chelsea,L 0-7,0,7,-7,38,0,0,0,0,499,87,255,190,46,2,499,Match Report
596,Manchester City,2021-10-23,Brighton,W 4-1,4,1,+3,52,4,0,0,0,699,71,193,255,195,35,699,Match Report
597,Watford,2021-10-23,Everton,W 5-2,5,2,+3,51,5,0,0,0,581,65,188,221,174,24,581,Match Report
598,Brighton,2021-10-23,Manchester City,L 1-4,1,4,-3,48,0,1,1,0,643,108,255,205,135,24,642,Match Report
599,Aston Villa,2021-10-22,Arsenal,L 1-3,1,3,-2,47,1,0,0,0,534,76,204,229,104,16,534,Match Report
600,Arsenal,2021-10-22,Aston Villa,W 3-1,3,1,+2,53,3,0,1,1,603,52,195,255,148,32,602,Match Report
601,Crystal Palace,2021-10-18,Arsenal,D 2-2,2,2,0,46,2,0,0,0,631,76,239,255,104,10,631,Match Report
602,Arsenal,2021-10-18,Crystal Palace,D 2-2,2,2,0,54,2,0,0,0,687,31,152,255,213,26,687,Match Report
603,Newcastle Utd,2021-10-17,Tottenham,L 2-3,2,3,-1,36,1,0,0,0,495,74,176,204,122,11,495,Match Report
604,Everton,2021-10-17,West Ham,L 0-1,0,1,-1,39,0,0,0,0,519,82,194,181,146,26,519,Match Report
605,Tottenham,2021-10-17,Newcastle Utd,W 3-2,3,2,+1,64,3,0,0,0,771,58,205,255,165,27,771,Match Report
606,West Ham,2021-10-17,Everton,W 1-0,1,0,+1,61,1,0,0,0,711,62,182,255,178,31,711,Match Report
607,Leicester City,2021-10-16,Manchester Utd,W 4-2,4,2,+2,49,4,0,0,0,640,79,206,255,124,34,640,Match Report
608,Brighton,2021-10-16,Norwich City,D 0-0,0,0,0,64,0,0,0,0,742,63,216,255,209,29,742,Match Report
609,Liverpool,2021-10-16,Watford,W 5-0,5,0,+5,75,5,0,0,0,950,54,227,255,198,33,950,Match Report
610,Leeds United,2021-10-16,Southampton,L 0-1,0,1,-1,54,0,0,0,0,595,87,255,244,78,9,595,Match Report
611,Southampton,2021-10-16,Leeds United,W 1-0,1,0,+1,46,1,0,0,0,527,30,129,250,158,25,527,Match Report
612,Watford,2021-10-16,Liverpool,L 0-5,0,5,-5,25,0,0,0,0,415,75,213,144,66,13,415,Match Report
613,Wolves,2021-10-16,Aston Villa,W 3-2,3,2,+1,52,3,0,0,0,555,66,178,237,148,22,555,Match Report
614,Aston Villa,2021-10-16,Wolves,L 2-3,2,3,-1,48,2,0,0,0,537,70,187,241,111,22,537,Match Report
615,Manchester City,2021-10-16,Burnley,W 2-0,2,0,+2,70,2,0,0,0,905,80,244,255,255,51,905,Match Report
616,Manchester Utd,2021-10-16,Leicester City,L 2-4,2,4,-2,51,2,0,0,0,670,77,201,255,179,19,670,Match Report
617,Chelsea,2021-10-16,Brentford,W 1-0,1,0,+1,55,1,0,0,0,719,79,239,255,184,17,719,Match Report
618,Brentford,2021-10-16,Chelsea,L 0-1,0,1,-1,45,0,0,0,0,573,79,203,210,163,39,573,Match Report
619,Norwich City,2021-10-16,Brighton,D 0-0,0,0,0,36,0,0,0,0,452,65,175,162,118,16,452,Match Report
620,Burnley,2021-10-16,Manchester City,L 0-2,0,2,-2,30,0,0,0,0,457,71,153,208,100,14,457,Match Report
621,Aston Villa,2021-10-03,Tottenham,L 1-2,1,2,-1,44,1,0,0,0,487,59,168,181,145,36,487,Match Report
622,Leicester City,2021-10-03,Crystal Palace,D 2-2,2,2,0,40,2,0,0,0,537,87,222,252,73,14,537,Match Report
623,Brentford,2021-10-03,West Ham,W 2-1,2,1,+1,41,2,0,0,0,445,77,187,185,78,16,445,Match Report
624,Manchester City,2021-10-03,Liverpool,D 2-2,2,2,0,51,2,0,0,0,670,75,233,255,133,26,670,Match Report
625,Tottenham,2021-10-03,Aston Villa,W 2-1,2,1,+1,56,1,0,0,0,615,87,222,255,129,27,615,Match Report
626,Crystal Palace,2021-10-03,Leicester City,D 2-2,2,2,0,60,2,0,0,0,734,71,224,255,166,36,734,Match Report
627,West Ham,2021-10-03,Brentford,L 1-2,1,2,-1,59,1,0,0,0,575,43,135,255,184,29,575,Match Report
628,Liverpool,2021-10-03,Manchester City,D 2-2,2,2,0,49,2,0,0,0,655,96,254,255,128,15,655,Match Report
629,Brighton,2021-10-02,Arsenal,D 0-0,0,0,0,58,0,0,0,0,651,52,154,255,204,28,651,Match Report
630,Everton,2021-10-02,Manchester Utd,D 1-1,1,1,0,28,1,0,0,0,419,61,170,167,93,17,419,Match Report
631,Burnley,2021-10-02,Norwich City,D 0-0,0,0,0,56,0,0,0,0,619,54,136,255,230,28,619,Match Report
632,Leeds United,2021-10-02,Watford,W 1-0,1,0,+1,66,1,0,0,0,658,53,226,247,188,28,658,Match Report
633,Chelsea,2021-10-02,Southampton,W 3-1,3,1,+2,62,3,0,0,0,709,51,210,255,154,34,709,Match Report
634,Watford,2021-10-02,Leeds United,L 0-1,0,1,-1,34,0,0,0,0,417,95,197,150,73,12,417,Match Report
635,Newcastle Utd,2021-10-02,Wolves,L 1-2,1,2,-1,48,1,0,0,0,548,32,137,255,156,19,548,Match Report
636,Norwich City,2021-10-02,Burnley,D 0-0,0,0,0,44,0,0,0,0,541,105,255,191,92,25,541,Match Report
637,Wolves,2021-10-02,Newcastle Utd,W 2-1,2,1,+1,52,2,0,0,0,623,66,207,255,107,10,623,Match Report
638,Southampton,2021-10-02,Chelsea,L 1-3,1,3,-2,38,0,1,1,0,485,57,173,220,101,16,484,Match Report
639,Arsenal,2021-10-02,Brighton,D 0-0,0,0,0,42,0,0,0,0,503,71,211,184,114,16,503,Match Report
640,Manchester Utd,2021-10-02,Everton,D 1-1,1,1,0,72,1,0,0,0,864,42,189,255,255,27,864,Match Report
641,Brighton,2021-09-27,Crystal Palace,D 1-1,1,1,0,53,1,0,0,0,709,95,255,255,141,21,709,Match Report
642,Crystal Palace,2021-09-27,Brighton,D 1-1,1,1,0,47,0,1,1,0,643,56,176,255,176,18,642,Match Report
643,Tottenham,2021-09-26,Arsenal,L 1-3,1,3,-2,54,1,0,0,0,617,55,158,255,149,11,617,Match Report
644,Wolves,2021-09-26,Southampton,W 1-0,1,0,+1,43,1,0,0,0,534,86,221,201,116,16,534,Match Report
645,Arsenal,2021-09-26,Tottenham,W 3-1,3,1,+2,46,3,0,0,0,566,59,196,235,136,20,566,Match Report
646,Southampton,2021-09-26,Wolves,L 0-1,0,1,-1,57,0,0,0,0,655,47,166,255,217,24,655,Match Report
647,Aston Villa,2021-09-25,Manchester Utd,W 1-0,1,0,+1,41,1,0,0,0,443,74,153,177,114,16,443,Match Report
648,Everton,2021-09-25,Norwich City,W 2-0,2,0,+2,47,1,1,1,0,572,57,161,255,161,21,571,Match Report
649,Newcastle Utd,2021-09-25,Watford,D 1-1,1,1,0,47,1,0,0,0,500,54,198,181,127,21,500,Match Report
650,West Ham,2021-09-25,Leeds United,W 2-1,2,1,+1,47,1,0,0,0,500,60,170,206,129,23,500,Match Report
651,Leeds United,2021-09-25,West Ham,L 1-2,1,2,-1,53,1,0,0,0,561,76,234,199,132,25,561,Match Report
652,Brentford,2021-09-25,Liverpool,D 3-3,3,3,0,33,3,0,0,0,422,75,158,168,100,21,422,Match Report
653,Manchester Utd,2021-09-25,Aston Villa,L 0-1,0,1,-1,59,0,0,1,1,569,54,208,213,154,33,568,Match Report
654,Leicester City,2021-09-25,Burnley,D 2-2,2,2,0,66,2,0,0,0,740,59,211,255,227,47,740,Match Report
655,Burnley,2021-09-25,Leicester City,D 2-2,2,2,0,34,1,0,0,0,447,82,162,184,110,19,447,Match Report
656,Watford,2021-09-25,Newcastle Utd,D 1-1,1,1,0,53,1,0,0,0,509,52,147,246,125,15,509,Match Report
657,Liverpool,2021-09-25,Brentford,D 3-3,3,3,0,67,3,0,0,0,702,45,141,255,211,33,702,Match Report
658,Manchester City,2021-09-25,Chelsea,W 1-0,1,0,+1,59,1,0,0,0,750,58,164,255,204,31,750,Match Report
659,Norwich City,2021-09-25,Everton,L 0-2,0,2,-2,53,0,0,0,0,649,60,250,255,134,13,649,Match Report
660,Chelsea,2021-09-25,Manchester City,L 0-1,0,1,-1,41,0,0,0,0,558,101,255,200,71,11,558,Match Report
