Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
180,West Ham,2023-04-08,Fulham,eng Premier League,W 1-0,1,0,+1,24,0,0,0,0,161,1020,518,14,6,5,16,6,142,15,Match Report
181,Brighton,2023-04-08,Tottenham,eng Premier League,L 1-2,1,2,-1,65,1,0,0,0,354,1828,1007,18,20,7,18,11,505,60,Match Report
182,Tottenham,2023-04-08,Brighton,eng Premier League,W 2-1,2,1,+1,35,2,0,0,0,233,1092,472,9,10,4,13,7,245,28,Match Report
183,Manchester City,2023-04-08,Southampton,eng Premier League,W 4-1,4,1,+3,73,3,1,1,0,521,2691,1294,20,18,7,8,7,666,52,Match Report
184,Southampton,2023-04-08,Manchester City,eng Premier League,L 1-4,1,4,-3,27,1,0,0,0,196,1128,452,10,8,3,13,3,217,13,Match Report
185,Manchester Utd,2023-04-08,Everton,eng Premier League,W 2-0,2,0,+2,63,2,0,0,0,569,2390,1163,23,16,12,13,14,558,45,Match Report
186,Wolves,2023-04-08,Chelsea,eng Premier League,W 1-0,1,0,+1,38,1,0,0,0,274,1563,770,11,13,3,13,15,254,29,Match Report
187,Aston Villa,2023-04-08,Nott'ham Forest,eng Premier League,W 2-0,2,0,+2,63,2,0,0,0,327,2310,1399,21,8,9,19,7,398,37,Match Report
188,Everton,2023-04-08,Manchester Utd,eng Premier League,L 0-2,0,2,-2,37,0,0,0,0,271,1306,660,15,9,3,11,4,255,30,Match Report
189,Brentford,2023-04-05,Manchester Utd,eng Premier League,L 0-1,0,1,-1,36,0,0,0,0,219,1160,618,9,9,4,11,8,262,24,Match Report
190,Newcastle Utd,2023-04-05,West Ham,eng Premier League,W 5-1,5,1,+4,58,5,0,0,0,341,1613,835,16,8,9,18,9,415,41,Match Report
191,Manchester Utd,2023-04-05,Brentford,eng Premier League,W 1-0,1,0,+1,64,1,0,0,0,448,2158,1103,26,16,10,5,7,540,50,Match Report
192,West Ham,2023-04-05,Newcastle Utd,eng Premier League,L 1-5,1,5,-4,42,1,0,0,0,280,1633,788,18,16,3,12,15,271,24,Match Report
193,Liverpool,2023-04-04,Chelsea,eng Premier League,D 0-0,0,0,0,51,0,0,0,0,383,1811,873,12,14,4,19,16,470,42,Match Report
194,Leicester City,2023-04-04,Aston Villa,eng Premier League,L 1-2,1,2,-1,36,1,0,0,0,222,1348,697,10,5,2,9,2,229,18,Match Report
195,Nott'ham Forest,2023-04-04,Leeds United,eng Premier League,L 1-2,1,2,-1,39,1,0,0,0,196,1102,614,7,6,2,16,7,214,21,Match Report
196,Bournemouth,2023-04-04,Brighton,eng Premier League,L 0-2,0,2,-2,37,0,0,0,0,284,1225,633,16,14,3,14,5,291,32,Match Report
197,Leeds United,2023-04-04,Nott'ham Forest,eng Premier League,W 2-1,2,1,+1,61,2,0,0,0,362,2060,1075,21,19,9,21,7,425,62,Match Report
198,Aston Villa,2023-04-04,Leicester City,eng Premier League,W 2-1,2,1,+1,64,2,0,0,0,442,2553,1420,25,15,4,7,14,475,49,Match Report
199,Brighton,2023-04-04,Bournemouth,eng Premier League,W 2-0,2,0,+2,63,2,0,0,0,496,2363,1028,19,12,7,18,11,562,44,Match Report
200,Chelsea,2023-04-04,Liverpool,eng Premier League,D 0-0,0,0,0,49,0,0,0,0,485,2013,1046,20,13,5,21,9,456,47,Match Report
201,Tottenham,2023-04-03,Everton,eng Premier League,D 1-1,1,1,0,61,0,1,1,0,443,2141,1072,10,11,3,12,11,526,43,Match Report
202,Everton,2023-04-03,Tottenham,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,369,1643,817,19,14,7,26,3,320,36,Match Report
203,Manchester Utd,2023-04-02,Newcastle Utd,eng Premier League,L 0-2,0,2,-2,54,0,0,0,0,374,2245,1055,20,17,4,11,7,358,35,Match Report
204,Southampton,2023-04-02,West Ham,eng Premier League,L 0-1,0,1,-1,57,0,0,0,0,502,2431,1298,19,22,3,30,13,488,42,Match Report
205,West Ham,2023-04-02,Southampton,eng Premier League,W 1-0,1,0,+1,43,1,0,0,0,290,1487,768,24,16,8,13,17,326,32,Match Report
206,Newcastle Utd,2023-04-02,Manchester Utd,eng Premier League,W 2-0,2,0,+2,46,2,0,0,0,273,1732,981,26,22,10,11,9,294,40,Match Report
207,Arsenal,2023-04-01,Leeds United,eng Premier League,W 4-1,4,1,+3,66,3,1,1,0,560,2511,1308,15,19,9,12,8,558,45,Match Report
208,Crystal Palace,2023-04-01,Leicester City,eng Premier League,W 2-1,2,1,+1,52,1,0,0,0,349,2144,1262,22,17,7,20,14,392,58,Match Report
209,Bournemouth,2023-04-01,Fulham,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,269,1161,558,11,7,7,14,7,300,33,Match Report
210,Leeds United,2023-04-01,Arsenal,eng Premier League,L 1-4,1,4,-3,34,1,0,0,0,224,1182,575,9,7,4,7,9,234,26,Match Report
211,Liverpool,2023-04-01,Manchester City,eng Premier League,L 1-4,1,4,-3,32,1,0,0,0,240,1268,695,13,7,5,8,7,297,24,Match Report
212,Aston Villa,2023-04-01,Chelsea,eng Premier League,W 2-0,2,0,+2,31,2,0,0,0,182,1085,586,12,8,3,11,6,219,12,Match Report
213,Wolves,2023-04-01,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,71,1,0,0,0,501,2692,1427,8,10,2,11,9,573,59,Match Report
214,Leicester City,2023-04-01,Crystal Palace,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,334,1709,908,13,10,2,18,7,359,23,Match Report
215,Brentford,2023-04-01,Brighton,eng Premier League,D 3-3,3,3,0,28,3,0,0,0,161,670,320,4,6,0,7,7,160,16,Match Report
