Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
574,Newcastle Utd,2022-10-16,Manchester Utd,eng Premier League,D 0-0,0,0,0,37,0,0,0,0,220,1122,540,9,6,0,17,9,235,26,Match Report
575,Chelsea,2022-10-16,Aston Villa,eng Premier League,W 2-0,2,0,+2,58,2,0,0,0,359,1839,960,17,9,5,13,18,484,26,Match Report
576,Manchester City,2022-10-16,Liverpool,eng Premier League,L 0-1,0,1,-1,63,0,0,0,0,478,2222,1211,31,11,8,15,15,643,75,Match Report
577,Tottenham,2022-10-15,Everton,eng Premier League,W 2-0,2,0,+2,62,1,1,1,0,439,2258,1150,22,14,5,14,10,542,47,Match Report
578,Crystal Palace,2022-10-15,Leicester City,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,399,1972,1003,16,20,3,10,20,446,37,Match Report
579,Bournemouth,2022-10-15,Fulham,eng Premier League,D 2-2,2,2,0,31,2,0,0,0,186,1093,505,11,5,5,12,8,202,21,Match Report
580,Wolves,2022-10-15,Nott'ham Forest,eng Premier League,W 1-0,1,0,+1,58,0,1,1,0,307,1779,1010,21,9,4,14,9,377,45,Match Report
581,Leicester City,2022-10-15,Crystal Palace,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,460,2248,1156,24,11,9,17,5,519,47,Match Report
582,Everton,2022-10-15,Tottenham,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,307,1575,634,8,7,2,12,3,313,10,Match Report
583,Nott'ham Forest,2022-10-15,Wolves,eng Premier League,L 0-1,0,1,-1,42,0,0,1,1,241,1244,580,11,11,4,15,11,244,18,Match Report
584,Fulham,2022-10-15,Bournemouth,eng Premier League,D 2-2,2,2,0,69,1,1,1,0,492,2388,1373,25,14,7,15,9,529,63,Match Report
585,Brentford,2022-10-14,Brighton,eng Premier League,W 2-0,2,0,+2,28,1,1,1,0,145,800,373,5,8,2,21,16,168,23,Match Report
586,Brighton,2022-10-14,Brentford,eng Premier League,L 0-2,0,2,-2,72,0,0,0,0,471,2368,1177,20,20,7,14,5,548,68,Match Report
587,Aston Villa,2022-10-10,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,373,1828,1054,24,15,6,17,9,461,51,Match Report
588,Nott'ham Forest,2022-10-10,Aston Villa,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,244,1434,705,13,8,0,16,11,267,23,Match Report
589,Arsenal,2022-10-09,Liverpool,eng Premier League,W 3-2,3,2,+1,43,2,1,1,0,277,1431,766,17,11,7,16,8,313,41,Match Report
590,Manchester Utd,2022-10-09,Everton,eng Premier League,W 2-1,2,1,+1,60,2,0,0,0,441,1948,1021,19,16,5,9,4,530,47,Match Report
591,Crystal Palace,2022-10-09,Leeds United,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,284,1488,660,17,5,6,23,18,353,31,Match Report
592,Leeds United,2022-10-09,Crystal Palace,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,248,1035,450,5,5,2,14,10,262,31,Match Report
593,West Ham,2022-10-09,Fulham,eng Premier League,W 3-1,3,1,+2,50,2,1,1,0,330,1740,917,24,17,6,14,14,418,39,Match Report
594,Liverpool,2022-10-09,Arsenal,eng Premier League,L 2-3,2,3,-1,57,2,0,0,0,346,1799,954,17,16,5,11,11,424,24,Match Report
595,Everton,2022-10-09,Manchester Utd,eng Premier League,L 1-2,1,2,-1,40,1,0,0,0,275,1758,905,10,10,0,19,3,314,20,Match Report
596,Fulham,2022-10-09,West Ham,eng Premier League,L 1-3,1,3,-2,50,1,0,0,0,353,2015,1142,18,19,4,21,10,419,39,Match Report
597,Southampton,2022-10-08,Manchester City,eng Premier League,L 0-4,0,4,-4,35,0,0,0,0,303,1511,581,13,8,2,14,4,332,24,Match Report
598,Tottenham,2022-10-08,Brighton,eng Premier League,W 1-0,1,0,+1,41,1,0,0,0,319,1963,1064,16,14,4,16,9,414,33,Match Report
599,Bournemouth,2022-10-08,Leicester City,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,322,1620,744,16,19,3,14,15,382,33,Match Report
600,Wolves,2022-10-08,Chelsea,eng Premier League,L 0-3,0,3,-3,43,0,0,0,0,388,2006,1088,16,14,3,15,16,388,39,Match Report
601,Leicester City,2022-10-08,Bournemouth,eng Premier League,L 1-2,1,2,-1,55,1,0,0,0,380,2294,1139,21,18,4,20,9,497,41,Match Report
602,Newcastle Utd,2022-10-08,Brentford,eng Premier League,W 5-1,5,1,+4,54,4,0,0,0,284,1707,968,20,11,7,12,7,335,40,Match Report
603,Brentford,2022-10-08,Newcastle Utd,eng Premier League,L 1-5,1,5,-4,46,0,1,1,0,239,1258,546,11,9,5,15,6,263,26,Match Report
604,Chelsea,2022-10-08,Wolves,eng Premier League,W 3-0,3,0,+3,57,3,0,0,0,527,2526,1302,23,15,7,12,9,544,53,Match Report
605,Brighton,2022-10-08,Tottenham,eng Premier League,L 0-1,0,1,-1,59,0,0,0,0,438,2196,1093,25,18,6,14,12,629,54,Match Report
606,Manchester City,2022-10-08,Southampton,eng Premier League,W 4-0,4,0,+4,65,4,0,0,0,554,2873,1413,28,16,17,10,12,682,66,Match Report
607,Leicester City,2022-10-03,Nott'ham Forest,eng Premier League,W 4-0,4,0,+4,51,4,0,0,0,330,1703,971,23,9,9,15,6,432,39,Match Report
608,Nott'ham Forest,2022-10-03,Leicester City,eng Premier League,L 0-4,0,4,-4,49,0,0,0,0,321,1652,754,10,12,1,9,5,386,25,Match Report
609,Manchester Utd,2022-10-02,Manchester City,eng Premier League,L 3-6,3,6,-3,47,2,1,1,0,329,1771,808,18,11,4,7,7,423,22,Match Report
610,Leeds United,2022-10-02,Aston Villa,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,256,1060,565,11,5,3,12,10,293,26,Match Report
611,Aston Villa,2022-10-02,Leeds United,eng Premier League,D 0-0,0,0,0,56,0,0,0,0,304,1586,785,21,12,8,12,6,396,47,Match Report
612,Manchester City,2022-10-02,Manchester Utd,eng Premier League,W 6-3,6,3,+3,53,6,0,0,0,444,2511,1553,27,9,10,10,13,503,49,Match Report
613,Arsenal,2022-10-01,Tottenham,eng Premier League,W 3-1,3,1,+2,64,3,0,0,0,504,2031,1028,23,8,10,16,11,533,77,Match Report
614,Southampton,2022-10-01,Everton,eng Premier League,L 1-2,1,2,-1,55,1,0,0,0,289,1940,1042,24,15,8,11,13,402,45,Match Report
615,Tottenham,2022-10-01,Arsenal,eng Premier League,L 1-3,1,3,-2,36,0,1,1,0,228,1166,642,13,7,3,7,8,257,21,Match Report
616,Crystal Palace,2022-10-01,Chelsea,eng Premier League,L 1-2,1,2,-1,36,1,0,0,0,308,1374,685,20,10,7,20,4,284,23,Match Report
617,Bournemouth,2022-10-01,Brentford,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,287,1333,629,9,7,0,14,14,310,24,Match Report
618,West Ham,2022-10-01,Wolves,eng Premier League,W 2-0,2,0,+2,39,2,0,0,0,223,1408,761,16,9,6,11,9,311,27,Match Report
619,Liverpool,2022-10-01,Brighton,eng Premier League,D 3-3,3,3,0,54,2,0,0,0,400,2130,1035,25,17,14,21,16,460,54,Match Report
620,Wolves,2022-10-01,West Ham,eng Premier League,L 0-2,0,2,-2,61,0,0,0,0,469,2531,1503,24,14,8,14,11,515,73,Match Report
621,Newcastle Utd,2022-10-01,Fulham,eng Premier League,W 4-1,4,1,+3,67,4,0,0,0,489,2321,1243,25,16,13,10,4,551,63,Match Report
622,Brentford,2022-10-01,Bournemouth,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,483,2103,1058,17,7,4,13,8,466,49,Match Report
623,Chelsea,2022-10-01,Crystal Palace,eng Premier League,W 2-1,2,1,+1,64,2,0,0,0,510,2719,1196,15,17,7,12,10,589,47,Match Report
624,Brighton,2022-10-01,Liverpool,eng Premier League,D 3-3,3,3,0,46,3,0,0,0,336,1519,786,11,7,5,20,6,374,27,Match Report
625,Everton,2022-10-01,Southampton,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,268,1435,603,13,6,4,22,17,315,34,Match Report
626,Fulham,2022-10-01,Newcastle Utd,eng Premier League,L 1-4,1,4,-3,33,1,0,0,0,174,1042,568,14,9,2,7,7,205,17,Match Report
627,Arsenal,2022-09-18,Brentford,eng Premier League,W 3-0,3,0,+3,63,3,0,0,0,484,2241,962,13,15,2,10,13,520,41,Match Report
628,West Ham,2022-09-18,Everton,eng Premier League,L 0-1,0,1,-1,47,0,0,0,0,276,1652,897,17,9,4,12,13,334,52,Match Report
629,Brentford,2022-09-18,Arsenal,eng Premier League,L 0-3,0,3,-3,37,0,0,0,0,259,1012,407,7,8,1,19,9,258,22,Match Report
630,Everton,2022-09-18,West Ham,eng Premier League,W 1-0,1,0,+1,53,1,0,0,0,416,2241,1133,20,12,7,18,7,411,37,Match Report
631,Tottenham,2022-09-17,Leicester City,eng Premier League,W 6-2,6,2,+4,44,6,0,0,0,297,1602,759,20,10,8,14,7,430,31,Match Report
632,Bournemouth,2022-09-17,Newcastle Utd,eng Premier League,D 1-1,1,1,0,28,1,0,0,0,143,1147,581,17,8,4,14,7,181,17,Match Report
633,Wolves,2022-09-17,Manchester City,eng Premier League,L 0-3,0,3,-3,41,0,0,0,0,311,1513,802,17,10,6,17,10,379,29,Match Report
634,Leicester City,2022-09-17,Tottenham,eng Premier League,L 2-6,2,6,-4,56,1,1,1,0,453,1872,984,19,15,6,15,9,566,51,Match Report
635,Newcastle Utd,2022-09-17,Bournemouth,eng Premier League,D 1-1,1,1,0,72,0,1,1,0,486,2314,1128,21,18,5,15,15,591,71,Match Report
636,Manchester City,2022-09-17,Wolves,eng Premier League,W 3-0,3,0,+3,59,3,0,0,0,546,2826,1470,28,18,9,13,11,585,50,Match Report
637,Southampton,2022-09-16,Aston Villa,eng Premier League,L 0-1,0,1,-1,47,0,0,0,0,289,1751,816,13,13,1,22,12,303,20,Match Report
638,Aston Villa,2022-09-16,Southampton,eng Premier League,W 1-0,1,0,+1,53,1,0,0,0,240,1281,548,10,13,1,18,17,340,33,Match Report
639,Nott'ham Forest,2022-09-16,Fulham,eng Premier League,L 2-3,2,3,-1,41,2,0,0,0,289,1472,731,9,7,0,16,10,307,21,Match Report
640,Fulham,2022-09-16,Nott'ham Forest,eng Premier League,W 3-2,3,2,+1,59,3,0,0,0,437,2425,1168,13,15,4,20,4,479,36,Match Report
641,Arsenal,2022-09-04,Manchester Utd,eng Premier League,L 1-3,1,3,-2,60,1,0,0,0,311,1909,1016,22,10,7,18,8,414,58,Match Report
642,Manchester Utd,2022-09-04,Arsenal,eng Premier League,W 3-1,3,1,+2,40,3,0,0,0,257,1280,665,13,7,4,13,6,259,15,Match Report
643,Leicester City,2022-09-04,Brighton,eng Premier League,L 2-5,2,5,-3,47,2,0,0,0,338,1581,632,8,3,1,15,13,388,27,Match Report
644,Brighton,2022-09-04,Leicester City,eng Premier League,W 5-2,5,2,+3,53,3,1,1,0,327,1968,1018,22,13,4,12,7,442,59,Match Report
645,Southampton,2022-09-03,Wolves,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,343,1934,949,17,13,7,8,9,333,39,Match Report
646,Tottenham,2022-09-03,Fulham,eng Premier League,W 2-1,2,1,+1,52,2,0,0,0,454,2186,1006,15,17,4,13,6,442,45,Match Report
647,Crystal Palace,2022-09-03,Newcastle Utd,eng Premier League,D 0-0,0,0,0,48,0,0,0,0,218,1225,632,10,4,2,16,9,300,25,Match Report
648,Bournemouth,2022-09-03,Nott'ham Forest,eng Premier League,W 3-2,3,2,+1,48,3,0,0,0,351,1964,1063,21,26,5,13,7,389,29,Match Report
649,Leeds United,2022-09-03,Brentford,eng Premier League,L 2-5,2,5,-3,68,2,0,0,0,317,1623,818,17,14,2,20,11,427,50,Match Report
650,West Ham,2022-09-03,Chelsea,eng Premier League,L 1-2,1,2,-1,33,1,0,0,0,213,995,374,6,4,1,15,9,248,13,Match Report
651,Liverpool,2022-09-03,Everton,eng Premier League,D 0-0,0,0,0,61,0,0,0,0,376,1728,970,23,11,6,15,14,418,58,Match Report
652,Aston Villa,2022-09-03,Manchester City,eng Premier League,D 1-1,1,1,0,29,1,0,0,0,168,781,409,7,4,4,7,7,217,17,Match Report
653,Wolves,2022-09-03,Southampton,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,357,2124,1097,20,13,6,18,7,365,52,Match Report
654,Newcastle Utd,2022-09-03,Crystal Palace,eng Premier League,D 0-0,0,0,0,52,0,0,0,0,328,1453,855,20,15,5,16,13,314,46,Match Report
655,Brentford,2022-09-03,Leeds United,eng Premier League,W 5-2,5,2,+3,32,4,1,1,0,159,835,370,9,3,4,20,15,160,15,Match Report
656,Chelsea,2022-09-03,West Ham,eng Premier League,W 2-1,2,1,+1,67,2,0,0,0,476,2439,1283,27,29,8,17,8,596,58,Match Report
657,Everton,2022-09-03,Liverpool,eng Premier League,D 0-0,0,0,0,39,0,0,0,0,178,1160,630,14,13,8,14,8,237,26,Match Report
658,Nott'ham Forest,2022-09-03,Bournemouth,eng Premier League,L 2-3,2,3,-1,52,1,1,1,0,358,1680,897,17,6,4,15,9,429,41,Match Report
659,Fulham,2022-09-03,Tottenham,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,372,1747,937,11,14,2,10,15,397,47,Match Report
660,Manchester City,2022-09-03,Aston Villa,eng Premier League,D 1-1,1,1,0,71,1,0,0,0,479,2607,1198,20,19,1,7,12,684,55,Match Report
661,Manchester Utd,2022-09-01,Leicester City,eng Premier League,W 1-0,1,0,+1,47,1,0,0,0,315,1405,775,15,10,5,12,15,421,42,Match Report
662,Leicester City,2022-09-01,Manchester Utd,eng Premier League,L 0-1,0,1,-1,53,0,0,0,0,383,1866,937,13,14,2,13,9,509,46,Match Report
663,Arsenal,2022-08-31,Aston Villa,eng Premier League,W 2-1,2,1,+1,59,2,0,0,0,420,2049,1016,23,19,7,18,9,450,50,Match Report
664,Tottenham,2022-08-31,West Ham,eng Premier League,D 1-1,1,1,0,61,0,0,0,0,449,2406,1275,20,13,8,12,9,581,38,Match Report
665,Bournemouth,2022-08-31,Wolves,eng Premier League,D 0-0,0,0,0,35,0,0,0,0,201,1165,643,13,10,3,21,13,256,23,Match Report
666,West Ham,2022-08-31,Tottenham,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,309,1763,772,10,14,2,9,1,326,36,Match Report
667,Liverpool,2022-08-31,Newcastle Utd,eng Premier League,W 2-1,2,1,+1,72,2,0,0,0,478,2489,1169,18,11,8,10,10,560,73,Match Report
668,Aston Villa,2022-08-31,Arsenal,eng Premier League,L 1-2,1,2,-1,41,1,0,0,0,264,1155,602,10,8,2,15,6,284,25,Match Report
669,Wolves,2022-08-31,Bournemouth,eng Premier League,D 0-0,0,0,0,65,0,0,0,0,487,2903,1603,26,18,1,13,15,564,83,Match Report
670,Newcastle Utd,2022-08-31,Liverpool,eng Premier League,L 1-2,1,2,-1,28,1,0,0,0,191,1160,550,9,10,0,16,3,176,18,Match Report
671,Nott'ham Forest,2022-08-31,Manchester City,eng Premier League,L 0-6,0,6,-6,26,0,0,0,0,200,1168,517,9,6,1,6,7,212,13,Match Report
672,Manchester City,2022-08-31,Nott'ham Forest,eng Premier League,W 6-0,6,0,+6,74,6,0,0,0,508,2858,1638,26,19,6,12,4,731,61,Match Report
673,Southampton,2022-08-30,Chelsea,eng Premier League,W 2-1,2,1,+1,33,2,0,0,0,211,1208,494,10,12,2,13,9,177,18,Match Report
674,Crystal Palace,2022-08-30,Brentford,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,355,2062,1051,18,17,9,23,9,406,33,Match Report
675,Leeds United,2022-08-30,Everton,eng Premier League,D 1-1,1,1,0,69,1,0,0,0,488,2356,1236,21,17,5,26,14,577,73,Match Report
676,Brentford,2022-08-30,Crystal Palace,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,417,1790,853,14,15,4,22,10,407,37,Match Report
677,Chelsea,2022-08-30,Southampton,eng Premier League,L 1-2,1,2,-1,67,1,0,0,0,418,2273,1190,19,8,8,20,9,495,59,Match Report
678,Brighton,2022-08-30,Fulham,eng Premier League,L 1-2,1,2,-1,61,0,1,1,0,474,2135,1058,15,7,3,22,14,475,46,Match Report
679,Everton,2022-08-30,Leeds United,eng Premier League,D 1-1,1,1,0,31,1,0,0,0,241,1125,504,8,6,2,24,10,223,21,Match Report
680,Fulham,2022-08-30,Brighton,eng Premier League,W 2-1,2,1,+1,39,1,0,0,0,224,1477,816,17,8,5,15,14,277,17,Match Report
681,Tottenham,2022-08-28,Nott'ham Forest,eng Premier League,W 2-0,2,0,+2,45,2,0,1,1,315,1815,976,26,14,11,12,14,394,24,Match Report
682,West Ham,2022-08-28,Aston Villa,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,257,1508,856,19,15,4,10,10,358,27,Match Report
683,Aston Villa,2022-08-28,West Ham,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,506,2308,1178,19,12,4,15,10,518,34,Match Report
684,Wolves,2022-08-28,Newcastle Utd,eng Premier League,D 1-1,1,1,0,37,1,0,0,0,201,1280,763,19,9,5,16,9,204,22,Match Report
685,Newcastle Utd,2022-08-28,Wolves,eng Premier League,D 1-1,1,1,0,63,1,0,0,0,305,1732,1035,14,8,5,10,7,400,59,Match Report
686,Nott'ham Forest,2022-08-28,Tottenham,eng Premier League,L 0-2,0,2,-2,55,0,0,0,0,358,1638,810,14,14,2,15,4,500,60,Match Report
687,Arsenal,2022-08-27,Fulham,eng Premier League,W 2-1,2,1,+1,71,2,0,0,0,445,2351,1277,17,18,8,15,15,529,63,Match Report
688,Manchester Utd,2022-08-27,Southampton,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,295,1785,878,15,9,5,15,10,317,33,Match Report
689,Southampton,2022-08-27,Manchester Utd,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,306,1573,786,17,14,5,16,8,291,32,Match Report
690,Crystal Palace,2022-08-27,Manchester City,eng Premier League,L 2-4,2,4,-2,26,1,0,0,0,171,1036,498,11,5,1,11,7,214,10,Match Report
691,Bournemouth,2022-08-27,Liverpool,eng Premier League,L 0-9,0,9,-9,31,0,0,0,0,136,743,329,5,3,1,16,7,227,21,Match Report
692,Leeds United,2022-08-27,Brighton,eng Premier League,L 0-1,0,1,-1,56,0,0,0,0,327,1557,793,18,8,4,14,9,384,39,Match Report
693,Liverpool,2022-08-27,Bournemouth,eng Premier League,W 9-0,9,0,+9,69,8,0,0,0,554,2496,1264,24,13,8,12,8,620,74,Match Report
694,Leicester City,2022-08-27,Chelsea,eng Premier League,L 1-2,1,2,-1,55,1,0,0,0,276,1604,958,28,12,5,15,11,477,58,Match Report
695,Brentford,2022-08-27,Everton,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,474,1988,1066,19,16,2,9,14,463,39,Match Report
696,Chelsea,2022-08-27,Leicester City,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,304,1676,782,16,10,2,15,9,390,39,Match Report
697,Brighton,2022-08-27,Leeds United,eng Premier League,W 1-0,1,0,+1,44,1,0,0,0,233,1403,654,14,11,7,20,14,268,28,Match Report
698,Everton,2022-08-27,Brentford,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,241,1297,620,10,9,3,17,8,318,31,Match Report
699,Fulham,2022-08-27,Arsenal,eng Premier League,L 1-2,1,2,-1,29,1,0,0,0,171,1137,646,9,6,2,11,9,162,15,Match Report
700,Manchester City,2022-08-27,Crystal Palace,eng Premier League,W 4-2,4,2,+2,74,4,0,0,0,573,3038,1755,29,34,9,10,5,731,80,Match Report
701,Manchester Utd,2022-08-22,Liverpool,eng Premier League,W 2-1,2,1,+1,30,2,0,0,0,179,1033,404,12,6,6,17,6,192,23,Match Report
702,Liverpool,2022-08-22,Manchester Utd,eng Premier League,L 1-2,1,2,-1,70,1,0,0,0,494,2211,1103,21,17,12,14,21,576,57,Match Report
703,Leeds United,2022-08-21,Chelsea,eng Premier League,W 3-0,3,0,+3,39,3,0,0,0,174,849,409,13,7,2,10,10,250,26,Match Report
704,West Ham,2022-08-21,Brighton,eng Premier League,L 0-2,0,2,-2,50,0,0,0,0,378,1702,829,14,13,2,10,15,405,43,Match Report
705,Newcastle Utd,2022-08-21,Manchester City,eng Premier League,D 3-3,3,3,0,31,3,0,0,0,150,1070,551,17,10,5,10,5,201,29,Match Report
706,Chelsea,2022-08-21,Leeds United,eng Premier League,L 0-3,0,3,-3,61,0,0,0,0,296,1752,934,29,14,5,14,12,441,52,Match Report
707,Brighton,2022-08-21,West Ham,eng Premier League,W 2-0,2,0,+2,50,1,1,1,0,303,1708,880,17,13,7,18,6,413,41,Match Report
708,Manchester City,2022-08-21,Newcastle Utd,eng Premier League,D 3-3,3,3,0,69,3,0,0,0,394,2315,1385,26,14,8,9,6,546,59,Match Report
709,Arsenal,2022-08-20,Bournemouth,eng Premier League,W 3-0,3,0,+3,57,3,0,0,0,526,2454,1049,14,19,3,16,9,528,35,Match Report
710,Southampton,2022-08-20,Leicester City,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,299,1681,817,19,13,3,13,8,255,26,Match Report
711,Tottenham,2022-08-20,Wolves,eng Premier League,W 1-0,1,0,+1,50,1,0,0,0,355,1826,1003,18,12,7,21,10,429,48,Match Report
712,Crystal Palace,2022-08-20,Aston Villa,eng Premier League,W 3-1,3,1,+2,51,3,0,1,1,328,1571,797,16,14,10,15,18,404,27,Match Report
713,Bournemouth,2022-08-20,Arsenal,eng Premier League,L 0-3,0,3,-3,43,0,0,0,0,351,1752,732,13,8,1,14,9,351,14,Match Report
714,Aston Villa,2022-08-20,Crystal Palace,eng Premier League,L 1-3,1,3,-2,49,1,0,0,0,232,1324,690,12,15,3,18,12,371,25,Match Report
715,Wolves,2022-08-20,Tottenham,eng Premier League,L 0-1,0,1,-1,50,0,0,0,0,258,1744,943,18,13,2,5,6,420,44,Match Report
716,Leicester City,2022-08-20,Southampton,eng Premier League,L 1-2,1,2,-1,62,1,0,0,0,461,2202,1203,20,14,7,18,14,491,59,Match Report
717,Brentford,2022-08-20,Fulham,eng Premier League,L 2-3,2,3,-1,57,2,0,0,0,293,1209,558,5,5,4,16,7,344,25,Match Report
718,Everton,2022-08-20,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,283,1875,1046,25,18,10,15,8,344,27,Match Report
719,Nott'ham Forest,2022-08-20,Everton,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,334,1613,910,15,7,5,14,6,353,23,Match Report
720,Fulham,2022-08-20,Brentford,eng Premier League,W 3-2,3,2,+1,43,3,0,0,0,176,994,478,15,11,1,20,11,249,19,Match Report
721,Crystal Palace,2022-08-15,Liverpool,eng Premier League,D 1-1,1,1,0,28,1,0,0,0,153,971,574,11,8,4,23,13,210,17,Match Report
722,Liverpool,2022-08-15,Crystal Palace,eng Premier League,D 1-1,1,1,0,72,1,0,0,0,663,3538,1619,11,23,4,16,12,677,85,Match Report
723,Tottenham,2022-08-14,Chelsea,eng Premier League,D 2-2,2,2,0,37,2,0,0,0,257,1544,734,14,5,3,18,14,287,22,Match Report
724,West Ham,2022-08-14,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,57,0,0,1,1,242,1756,984,27,11,8,13,11,312,44,Match Report
725,Chelsea,2022-08-14,Tottenham,eng Premier League,D 2-2,2,2,0,63,2,0,0,0,406,2148,1021,29,19,14,15,17,540,51,Match Report
726,Nott'ham Forest,2022-08-14,West Ham,eng Premier League,W 1-0,1,0,+1,43,1,0,0,0,185,1205,692,18,11,6,16,12,208,29,Match Report
727,Arsenal,2022-08-13,Leicester City,eng Premier League,W 4-2,4,2,+2,50,4,0,0,0,323,1990,1009,23,19,9,12,7,405,29,Match Report
728,Manchester Utd,2022-08-13,Brentford,eng Premier League,L 0-4,0,4,-4,66,0,0,0,0,364,2053,967,17,28,6,13,5,468,39,Match Report
729,Southampton,2022-08-13,Leeds United,eng Premier League,D 2-2,2,2,0,43,2,0,0,0,226,1418,619,14,6,1,12,19,253,25,Match Report
730,Bournemouth,2022-08-13,Manchester City,eng Premier League,L 0-4,0,4,-4,33,0,0,0,0,211,845,393,5,5,1,6,4,298,8,Match Report
731,Leeds United,2022-08-13,Southampton,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,347,1258,496,8,5,1,18,10,365,38,Match Report
732,Aston Villa,2022-08-13,Everton,eng Premier League,W 2-1,2,1,+1,57,2,0,0,0,423,1804,914,19,12,6,12,7,456,52,Match Report
733,Wolves,2022-08-13,Fulham,eng Premier League,D 0-0,0,0,0,59,0,0,0,0,282,1504,806,14,5,4,16,8,417,29,Match Report
734,Leicester City,2022-08-13,Arsenal,eng Premier League,L 2-4,2,4,-2,50,1,0,0,0,380,1658,734,10,5,5,8,3,400,29,Match Report
735,Newcastle Utd,2022-08-13,Brighton,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,249,1463,612,16,10,4,17,10,253,27,Match Report
736,Brentford,2022-08-13,Manchester Utd,eng Premier League,W 4-0,4,0,+4,34,4,0,0,0,162,608,247,5,7,1,12,9,178,15,Match Report
737,Brighton,2022-08-13,Newcastle Utd,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,236,1379,766,17,11,4,18,7,304,47,Match Report
738,Everton,2022-08-13,Aston Villa,eng Premier League,L 1-2,1,2,-1,43,0,0,0,0,242,1235,683,9,7,2,19,5,311,24,Match Report
739,Fulham,2022-08-13,Wolves,eng Premier League,D 0-0,0,0,0,41,0,0,1,1,259,1605,770,24,16,1,18,11,257,24,Match Report
740,Manchester City,2022-08-13,Bournemouth,eng Premier League,W 4-0,4,0,+4,67,3,0,0,0,565,2288,1263,24,19,8,10,6,668,73,Match Report
741,Manchester Utd,2022-08-07,Brighton,eng Premier League,L 1-2,1,2,-1,62,0,0,0,0,375,2192,1288,25,13,6,15,7,471,54,Match Report
742,West Ham,2022-08-07,Manchester City,eng Premier League,L 0-2,0,2,-2,25,0,0,0,0,160,868,386,6,10,0,9,0,219,22,Match Report
743,Leicester City,2022-08-07,Brentford,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,470,1946,979,13,20,1,24,4,532,38,Match Report
744,Brentford,2022-08-07,Leicester City,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,363,1985,1087,18,8,4,9,9,399,29,Match Report
745,Brighton,2022-08-07,Manchester Utd,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,177,973,372,7,5,3,19,6,251,35,Match Report
746,Manchester City,2022-08-07,West Ham,eng Premier League,W 2-0,2,0,+2,75,1,1,1,0,580,3567,1841,31,26,8,7,3,783,49,Match Report
747,Southampton,2022-08-06,Tottenham,eng Premier League,L 1-4,1,4,-3,42,1,0,0,0,299,1714,664,12,11,1,12,17,349,30,Match Report
748,Tottenham,2022-08-06,Southampton,eng Premier League,W 4-1,4,1,+3,58,3,0,0,0,303,1726,919,19,12,8,15,9,500,57,Match Report
749,Bournemouth,2022-08-06,Aston Villa,eng Premier League,W 2-0,2,0,+2,35,2,0,0,0,143,860,379,7,4,2,15,5,230,14,Match Report
750,Leeds United,2022-08-06,Wolves,eng Premier League,W 2-1,2,1,+1,40,1,0,0,0,288,1282,635,15,14,4,13,10,292,37,Match Report
751,Liverpool,2022-08-06,Fulham,eng Premier League,D 2-2,2,2,0,67,2,0,0,0,418,2013,1012,11,7,4,15,13,510,52,Match Report
752,Aston Villa,2022-08-06,Bournemouth,eng Premier League,L 0-2,0,2,-2,65,0,0,0,0,468,1986,1061,24,18,0,17,11,506,62,Match Report
