Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
65,Tottenham,2020-07-12,Arsenal,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,23,14,1,3,2,1,2,Match Report
66,Crystal Palace,2020-07-12,Aston Villa,eng Premier League,L 0-2,0,2,-2,55,0,0,0,0,16,11,1,1,2,1,0,Match Report
67,Aston Villa,2020-07-12,Crystal Palace,eng Premier League,W 2-0,2,0,+2,45,2,0,0,0,24,20,2,0,0,2,0,Match Report
68,Bournemouth,2020-07-12,Leicester City,eng Premier League,W 4-1,4,1,+3,44,2,1,1,0,12,9,1,1,0,1,0,Match Report
69,Leicester City,2020-07-12,Bournemouth,eng Premier League,L 1-4,1,4,-3,56,1,0,0,0,22,20,0,2,0,0,0,Match Report
70,Wolves,2020-07-12,Everton,eng Premier League,W 3-0,3,0,+3,55,2,1,1,0,22,12,2,3,1,3,1,Match Report
71,Brighton,2020-07-11,Manchester City,eng Premier League,L 0-5,0,5,-5,30,0,0,0,0,5,3,1,1,0,0,0,Match Report
72,Watford,2020-07-11,Newcastle Utd,eng Premier League,W 2-1,2,1,+1,49,0,2,2,0,28,11,5,4,3,5,0,Match Report
73,Sheffield Utd,2020-07-11,Chelsea,eng Premier League,W 3-0,3,0,+3,24,3,0,0,0,16,11,0,3,2,0,0,Match Report
74,Newcastle Utd,2020-07-11,Watford,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,13,9,2,0,1,1,0,Match Report
75,Burnley,2020-07-11,Liverpool,eng Premier League,D 1-1,1,1,0,29,1,0,0,0,9,6,1,0,1,0,1,Match Report
76,Liverpool,2020-07-11,Burnley,eng Premier League,D 1-1,1,1,0,71,1,0,0,0,39,31,1,2,2,1,2,Match Report
77,Manchester City,2020-07-11,Brighton,eng Premier League,W 5-0,5,0,+5,70,5,0,0,0,48,33,3,4,6,1,1,Match Report
78,Chelsea,2020-07-11,Sheffield Utd,eng Premier League,L 0-3,0,3,-3,76,0,0,0,0,27,20,2,1,2,2,0,Match Report
79,Norwich City,2020-07-11,West Ham,eng Premier League,L 0-4,0,4,-4,53,0,0,0,0,20,19,0,0,0,1,0,Match Report
80,West Ham,2020-07-11,Norwich City,eng Premier League,W 4-0,4,0,+4,47,4,0,0,0,35,23,5,1,2,4,0,Match Report
81,Bournemouth,2020-07-09,Tottenham,eng Premier League,D 0-0,0,0,0,37,0,0,0,0,15,7,4,1,2,1,0,Match Report
82,Everton,2020-07-09,Southampton,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,17,8,2,1,4,2,0,Match Report
83,Aston Villa,2020-07-09,Manchester Utd,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,15,11,1,0,0,2,1,Match Report
84,Tottenham,2020-07-09,Bournemouth,eng Premier League,D 0-0,0,0,0,63,0,0,0,0,16,13,1,1,0,1,0,Match Report
85,Manchester Utd,2020-07-09,Aston Villa,eng Premier League,W 3-0,3,0,+3,66,2,1,1,0,26,20,2,2,0,2,0,Match Report
86,Southampton,2020-07-09,Everton,eng Premier League,D 1-1,1,1,0,61,1,0,1,1,28,18,1,2,3,3,1,Match Report
87,Newcastle Utd,2020-07-08,Manchester City,eng Premier League,L 0-5,0,5,-5,27,0,0,0,0,12,9,1,1,0,1,0,Match Report
88,Manchester City,2020-07-08,Newcastle Utd,eng Premier League,W 5-0,5,0,+5,73,4,0,0,0,44,37,1,3,0,2,1,Match Report
89,Wolves,2020-07-08,Sheffield Utd,eng Premier League,L 0-1,0,1,-1,56,0,0,0,0,12,9,1,0,0,2,0,Match Report
90,Liverpool,2020-07-08,Brighton,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,34,30,2,1,1,0,0,Match Report
91,Burnley,2020-07-08,West Ham,eng Premier League,W 1-0,1,0,+1,47,1,0,0,0,15,13,1,0,0,1,0,Match Report
92,West Ham,2020-07-08,Burnley,eng Premier League,L 0-1,0,1,-1,53,0,0,0,0,34,23,2,2,4,1,2,Match Report
93,Sheffield Utd,2020-07-08,Wolves,eng Premier League,W 1-0,1,0,+1,44,1,0,0,0,12,9,1,0,2,0,0,Match Report
94,Brighton,2020-07-08,Liverpool,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,19,15,2,1,1,0,0,Match Report
95,Watford,2020-07-07,Norwich City,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,15,10,4,0,0,1,0,Match Report
96,Leicester City,2020-07-07,Arsenal,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,26,21,3,1,0,1,0,Match Report
97,Chelsea,2020-07-07,Crystal Palace,eng Premier League,W 3-2,3,2,+1,57,3,0,0,0,25,19,3,2,1,0,0,Match Report
98,Crystal Palace,2020-07-07,Chelsea,eng Premier League,L 2-3,2,3,-1,43,2,0,0,0,20,13,3,1,1,2,0,Match Report
99,Arsenal,2020-07-07,Leicester City,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,19,13,2,1,2,1,0,Match Report
100,Norwich City,2020-07-07,Watford,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,18,12,1,1,2,2,0,Match Report
101,Everton,2020-07-06,Tottenham,eng Premier League,L 0-1,0,1,-1,48,0,0,0,0,18,10,2,2,1,3,0,Match Report
102,Tottenham,2020-07-06,Everton,eng Premier League,W 1-0,1,0,+1,52,0,0,0,0,23,18,0,0,2,3,0,Match Report
103,Southampton,2020-07-05,Manchester City,eng Premier League,W 1-0,1,0,+1,27,1,0,0,0,14,9,0,1,0,1,3,Match Report
104,Sheffield Utd,2020-07-05,Burnley,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,19,13,3,1,1,1,0,Match Report
105,Newcastle Utd,2020-07-05,West Ham,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,20,15,2,2,0,1,0,Match Report
106,Liverpool,2020-07-05,Aston Villa,eng Premier League,W 2-0,2,0,+2,70,2,0,0,0,12,12,0,0,0,0,0,Match Report
107,Manchester City,2020-07-05,Southampton,eng Premier League,L 0-1,0,1,-1,73,0,0,0,0,43,33,2,2,4,1,1,Match Report
108,Burnley,2020-07-05,Sheffield Utd,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,14,9,3,0,1,1,0,Match Report
109,Aston Villa,2020-07-05,Liverpool,eng Premier League,L 0-2,0,2,-2,30,0,0,0,0,17,12,2,1,1,1,0,Match Report
110,West Ham,2020-07-05,Newcastle Utd,eng Premier League,D 2-2,2,2,0,43,2,0,0,0,29,21,3,1,4,0,0,Match Report
111,Brighton,2020-07-04,Norwich City,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,16,13,1,0,0,2,0,Match Report
112,Arsenal,2020-07-04,Wolves,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,12,8,1,1,0,1,1,Match Report
113,Norwich City,2020-07-04,Brighton,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,24,21,0,3,0,0,0,Match Report
114,Wolves,2020-07-04,Arsenal,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,20,15,2,2,0,1,0,Match Report
115,Leicester City,2020-07-04,Crystal Palace,eng Premier League,W 3-0,3,0,+3,52,3,0,0,0,25,20,2,2,1,0,0,Match Report
116,Chelsea,2020-07-04,Watford,eng Premier League,W 3-0,3,0,+3,70,2,1,1,0,36,25,1,1,4,5,0,Match Report
117,Crystal Palace,2020-07-04,Leicester City,eng Premier League,L 0-3,0,3,-3,48,0,0,0,0,14,11,1,1,0,1,0,Match Report
118,Manchester Utd,2020-07-04,Bournemouth,eng Premier League,W 5-2,5,2,+3,68,4,1,1,0,35,29,1,1,1,3,0,Match Report
119,Watford,2020-07-04,Chelsea,eng Premier League,L 0-3,0,3,-3,30,0,0,0,0,11,6,1,0,0,3,1,Match Report
120,Bournemouth,2020-07-04,Manchester Utd,eng Premier League,L 2-5,2,5,-3,32,1,1,1,0,9,7,0,1,1,0,0,Match Report
121,Tottenham,2020-07-02,Sheffield Utd,eng Premier League,L 1-3,1,3,-2,67,1,0,0,0,16,10,2,1,1,2,0,Match Report
122,Liverpool,2020-07-02,Manchester City,eng Premier League,L 0-4,0,4,-4,53,0,0,0,0,20,17,0,0,2,1,0,Match Report
123,Manchester City,2020-07-02,Liverpool,eng Premier League,W 4-0,4,0,+4,47,2,1,1,0,26,20,1,4,0,1,0,Match Report
124,Sheffield Utd,2020-07-02,Tottenham,eng Premier League,W 3-1,3,1,+2,33,3,0,0,0,12,10,1,1,0,0,0,Match Report
125,Chelsea,2020-07-01,West Ham,eng Premier League,L 2-3,2,3,-1,71,1,1,1,0,32,25,3,1,0,3,0,Match Report
126,Arsenal,2020-07-01,Norwich City,eng Premier League,W 4-0,4,0,+4,51,4,0,0,0,21,13,2,2,0,2,2,Match Report
127,Bournemouth,2020-07-01,Newcastle Utd,eng Premier League,L 1-4,1,4,-3,55,1,0,0,0,22,14,1,2,1,4,0,Match Report
128,Norwich City,2020-07-01,Arsenal,eng Premier League,L 0-4,0,4,-4,49,0,0,0,0,13,10,1,1,0,1,0,Match Report
129,Leicester City,2020-07-01,Everton,eng Premier League,L 1-2,1,2,-1,65,1,0,0,0,28,18,1,6,3,0,0,Match Report
130,West Ham,2020-07-01,Chelsea,eng Premier League,W 3-2,3,2,+1,29,3,0,0,0,17,13,1,1,0,1,1,Match Report
131,Newcastle Utd,2020-07-01,Bournemouth,eng Premier League,W 4-1,4,1,+3,45,4,0,0,0,20,16,0,1,1,0,2,Match Report
132,Everton,2020-07-01,Leicester City,eng Premier League,W 2-1,2,1,+1,35,1,1,1,0,12,9,1,0,1,1,0,Match Report
133,Manchester Utd,2020-06-30,Brighton,eng Premier League,W 3-0,3,0,+3,62,3,0,0,0,22,18,1,1,1,1,0,Match Report
134,Brighton,2020-06-30,Manchester Utd,eng Premier League,L 0-3,0,3,-3,38,0,0,0,0,12,9,2,0,0,1,0,Match Report
135,Crystal Palace,2020-06-29,Burnley,eng Premier League,L 0-1,0,1,-1,59,0,0,0,0,26,17,3,1,2,3,0,Match Report
136,Burnley,2020-06-29,Crystal Palace,eng Premier League,W 1-0,1,0,+1,41,1,0,0,0,14,7,3,1,0,2,1,Match Report
137,Watford,2020-06-28,Southampton,eng Premier League,L 1-3,1,3,-2,48,0,0,0,0,9,6,1,0,1,1,0,Match Report
138,Southampton,2020-06-28,Watford,eng Premier League,W 3-1,3,1,+2,52,3,0,0,0,21,12,1,3,1,3,1,Match Report
139,Aston Villa,2020-06-27,Wolves,eng Premier League,L 0-1,0,1,-1,48,0,0,0,0,21,14,3,0,1,3,0,Match Report
140,Wolves,2020-06-27,Aston Villa,eng Premier League,W 1-0,1,0,+1,52,1,0,0,0,15,10,3,0,0,2,0,Match Report
141,Chelsea,2020-06-25,Manchester City,eng Premier League,W 2-1,2,1,+1,35,1,1,1,0,20,10,2,3,5,0,0,Match Report
142,Arsenal,2020-06-25,Southampton,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,15,9,0,1,2,1,2,Match Report
143,Watford,2020-06-25,Burnley,eng Premier League,L 0-1,0,1,-1,46,0,0,0,0,14,6,5,0,1,2,0,Match Report
144,Southampton,2020-06-25,Arsenal,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,21,15,2,1,1,1,1,Match Report
145,Burnley,2020-06-25,Watford,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,14,12,0,0,2,0,0,Match Report
146,Manchester City,2020-06-25,Chelsea,eng Premier League,L 1-2,1,2,-1,65,1,0,0,0,21,14,3,1,0,3,0,Match Report
147,Norwich City,2020-06-24,Everton,eng Premier League,L 0-1,0,1,-1,47,0,0,0,0,17,10,1,2,3,1,0,Match Report
148,Aston Villa,2020-06-24,Newcastle Utd,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,26,19,3,2,0,2,0,Match Report
149,Bournemouth,2020-06-24,Wolves,eng Premier League,L 0-1,0,1,-1,46,0,0,0,0,7,5,1,1,0,0,0,Match Report
150,Crystal Palace,2020-06-24,Liverpool,eng Premier League,L 0-4,0,4,-4,27,0,0,0,0,3,2,0,1,0,0,0,Match Report
151,Manchester Utd,2020-06-24,Sheffield Utd,eng Premier League,W 3-0,3,0,+3,68,3,0,0,0,29,25,0,2,1,1,0,Match Report
152,Wolves,2020-06-24,Bournemouth,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,16,9,2,3,0,2,0,Match Report
153,Newcastle Utd,2020-06-24,Aston Villa,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,24,14,4,3,1,2,0,Match Report
154,Liverpool,2020-06-24,Crystal Palace,eng Premier League,W 4-0,4,0,+4,73,4,0,0,0,35,24,2,1,4,3,1,Match Report
155,Everton,2020-06-24,Norwich City,eng Premier League,W 1-0,1,0,+1,53,1,0,0,0,21,14,3,0,2,1,1,Match Report
156,Sheffield Utd,2020-06-24,Manchester Utd,eng Premier League,L 0-3,0,3,-3,32,0,0,0,0,8,8,0,0,0,0,0,Match Report
157,Tottenham,2020-06-23,West Ham,eng Premier League,W 2-0,2,0,+2,64,1,0,0,0,29,27,1,1,0,0,0,Match Report
158,Brighton,2020-06-23,Leicester City,eng Premier League,D 0-0,0,0,0,34,0,0,1,1,15,8,1,1,2,2,1,Match Report
159,Leicester City,2020-06-23,Brighton,eng Premier League,D 0-0,0,0,0,66,0,0,0,0,20,14,1,0,2,3,0,Match Report
160,West Ham,2020-06-23,Tottenham,eng Premier League,L 0-2,0,2,-2,36,0,0,0,0,17,10,3,1,1,1,1,Match Report
161,Burnley,2020-06-22,Manchester City,eng Premier League,L 0-5,0,5,-5,29,0,0,0,0,2,0,0,1,0,1,0,Match Report
162,Manchester City,2020-06-22,Burnley,eng Premier League,W 5-0,5,0,+5,71,4,1,1,0,37,31,1,2,1,2,0,Match Report
163,Liverpool,2020-06-21,Everton,eng Premier League,D 0-0,0,0,0,69,0,0,0,0,18,9,4,2,0,3,0,Match Report
164,Newcastle Utd,2020-06-21,Sheffield Utd,eng Premier League,W 3-0,3,0,+3,46,3,0,0,0,20,16,1,2,0,1,0,Match Report
165,Everton,2020-06-21,Liverpool,eng Premier League,D 0-0,0,0,0,31,0,0,0,0,12,8,2,1,1,0,0,Match Report
166,Sheffield Utd,2020-06-21,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,54,0,0,0,0,13,12,1,0,0,0,0,Match Report
167,Aston Villa,2020-06-21,Chelsea,eng Premier League,L 1-2,1,2,-1,27,1,0,0,0,15,9,2,0,1,3,0,Match Report
168,Chelsea,2020-06-21,Aston Villa,eng Premier League,W 2-1,2,1,+1,73,2,0,0,0,33,28,2,0,2,0,1,Match Report
169,Wolves,2020-06-20,West Ham,eng Premier League,W 2-0,2,0,+2,58,2,0,0,0,20,17,0,2,0,0,1,Match Report
170,Leicester City,2020-06-20,Watford,eng Premier League,D 1-1,1,1,0,67,1,0,0,0,26,18,1,3,1,2,1,Match Report
171,Brighton,2020-06-20,Arsenal,eng Premier League,W 2-1,2,1,+1,41,2,0,0,0,14,12,1,0,0,0,1,Match Report
172,Bournemouth,2020-06-20,Crystal Palace,eng Premier League,L 0-2,0,2,-2,58,0,0,0,0,19,12,5,0,0,1,1,Match Report
173,Watford,2020-06-20,Leicester City,eng Premier League,D 1-1,1,1,0,33,1,0,0,0,13,7,3,1,0,2,0,Match Report
174,Arsenal,2020-06-20,Brighton,eng Premier League,L 1-2,1,2,-1,59,1,0,0,0,21,16,1,2,1,1,0,Match Report
175,West Ham,2020-06-20,Wolves,eng Premier League,L 0-2,0,2,-2,42,0,0,0,0,10,7,1,2,0,0,0,Match Report
176,Crystal Palace,2020-06-20,Bournemouth,eng Premier League,W 2-0,2,0,+2,42,2,0,0,0,11,8,2,0,0,1,0,Match Report
177,Tottenham,2020-06-19,Manchester Utd,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,18,15,0,0,1,2,0,Match Report
178,Southampton,2020-06-19,Norwich City,eng Premier League,W 3-0,3,0,+3,46,3,0,0,0,35,21,5,2,2,2,3,Match Report
179,Norwich City,2020-06-19,Southampton,eng Premier League,L 0-3,0,3,-3,54,0,0,0,0,17,12,2,1,0,2,0,Match Report
180,Manchester Utd,2020-06-19,Tottenham,eng Premier League,D 1-1,1,1,0,61,0,1,1,0,23,18,0,4,0,1,0,Match Report
181,Manchester City,2020-06-17,Arsenal,eng Premier League,W 3-0,3,0,+3,67,2,1,1,0,35,26,1,3,1,4,0,Match Report
182,Arsenal,2020-06-17,Manchester City,eng Premier League,L 0-3,0,3,-3,33,0,0,0,0,4,4,0,0,0,0,0,Match Report
183,Aston Villa,2020-06-17,Sheffield Utd,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,26,10,11,0,3,2,0,Match Report
184,Sheffield Utd,2020-06-17,Aston Villa,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,7,4,2,0,1,0,0,Match Report
185,Leicester City,2020-03-09,Aston Villa,eng Premier League,W 4-0,4,0,+4,64,3,1,1,0,25,18,4,1,1,1,0,Match Report
186,Aston Villa,2020-03-09,Leicester City,eng Premier League,L 0-4,0,4,-4,36,0,0,0,0,7,5,1,0,0,1,0,Match Report
187,Everton,2020-03-08,Chelsea,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,5,2,1,0,0,1,1,Match Report
188,Manchester City,2020-03-08,Manchester Utd,eng Premier League,L 0-2,0,2,-2,72,0,0,0,0,13,11,1,0,1,0,0,Match Report
189,Manchester Utd,2020-03-08,Manchester City,eng Premier League,W 2-0,2,0,+2,28,2,0,0,0,20,13,2,2,1,2,0,Match Report
190,Chelsea,2020-03-08,Everton,eng Premier League,W 4-0,4,0,+4,60,4,0,0,0,30,20,4,4,1,1,0,Match Report
191,Crystal Palace,2020-03-07,Watford,eng Premier League,W 1-0,1,0,+1,44,1,0,0,0,19,13,3,1,1,1,0,Match Report
192,Bournemouth,2020-03-07,Liverpool,eng Premier League,L 1-2,1,2,-1,26,1,0,0,0,12,9,1,1,0,1,0,Match Report
193,Southampton,2020-03-07,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,39,0,0,0,0,10,5,2,1,0,2,0,Match Report
194,Brighton,2020-03-07,Wolves,eng Premier League,D 0-0,0,0,0,57,0,0,0,0,12,11,0,1,0,0,0,Match Report
195,Newcastle Utd,2020-03-07,Southampton,eng Premier League,W 1-0,1,0,+1,61,1,0,1,1,22,13,2,3,4,0,0,Match Report
196,Sheffield Utd,2020-03-07,Norwich City,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,18,11,2,3,2,0,0,Match Report
197,Arsenal,2020-03-07,West Ham,eng Premier League,W 1-0,1,0,+1,68,1,0,0,0,17,12,0,3,2,0,0,Match Report
