Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
396,Everton,2019-12-26,Burnley,eng Premier League,W 1-0,1,0,+1,67,1,0,0,0,38,25,5,0,3,4,1,Match Report
397,Liverpool,2019-12-26,Leicester City,eng Premier League,W 4-0,4,0,+4,59,3,1,1,0,26,20,2,2,1,0,1,Match Report
398,Manchester Utd,2019-12-26,Newcastle Utd,eng Premier League,W 4-1,4,1,+3,72,4,0,0,0,39,31,1,3,2,2,0,Match Report
399,Southampton,2019-12-26,Chelsea,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,8,5,1,0,1,1,0,Match Report
400,Tottenham,2019-12-26,Brighton,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,16,10,2,0,1,2,1,Match Report
401,Burnley,2019-12-26,Everton,eng Premier League,L 0-1,0,1,-1,33,0,0,0,0,11,6,3,0,0,2,0,Match Report
402,Leicester City,2019-12-26,Liverpool,eng Premier League,L 0-4,0,4,-4,41,0,0,0,0,6,4,0,2,0,0,0,Match Report
403,Watford,2019-12-22,Manchester Utd,eng Premier League,W 2-0,2,0,+2,37,1,1,1,0,19,11,1,4,1,2,0,Match Report
404,Manchester Utd,2019-12-22,Watford,eng Premier League,L 0-2,0,2,-2,63,0,0,0,0,32,25,2,2,1,2,0,Match Report
405,Chelsea,2019-12-22,Tottenham,eng Premier League,W 2-0,2,0,+2,55,1,1,1,0,24,20,1,1,0,2,0,Match Report
406,Tottenham,2019-12-22,Chelsea,eng Premier League,L 0-2,0,2,-2,45,0,0,0,0,10,9,0,0,0,1,0,Match Report
407,Everton,2019-12-21,Arsenal,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,11,9,0,1,0,1,0,Match Report
408,Wolves,2019-12-21,Norwich City,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,25,20,0,3,1,0,1,Match Report
409,Brighton,2019-12-21,Sheffield Utd,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,15,12,0,1,1,1,0,Match Report
410,Aston Villa,2019-12-21,Southampton,eng Premier League,L 1-3,1,3,-2,56,1,0,0,0,34,24,4,2,2,2,0,Match Report
411,Newcastle Utd,2019-12-21,Crystal Palace,eng Premier League,W 1-0,1,0,+1,43,1,0,0,0,15,11,2,2,0,0,0,Match Report
412,Burnley,2019-12-21,Bournemouth,eng Premier League,W 1-0,1,0,+1,37,1,0,0,0,2,2,0,0,0,0,0,Match Report
413,Southampton,2019-12-21,Aston Villa,eng Premier League,W 3-1,3,1,+2,44,3,0,0,0,28,16,2,3,3,4,0,Match Report
414,Norwich City,2019-12-21,Wolves,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,20,12,2,4,0,2,0,Match Report
415,Bournemouth,2019-12-21,Burnley,eng Premier League,L 0-1,0,1,-1,63,0,0,0,0,6,6,0,0,0,0,0,Match Report
416,Manchester City,2019-12-21,Leicester City,eng Premier League,W 3-1,3,1,+2,62,2,1,1,0,44,37,1,3,1,2,0,Match Report
417,Crystal Palace,2019-12-21,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,57,0,0,0,0,32,21,4,3,1,3,0,Match Report
418,Leicester City,2019-12-21,Manchester City,eng Premier League,L 1-3,1,3,-2,38,1,0,0,0,9,8,0,1,0,0,0,Match Report
419,Sheffield Utd,2019-12-21,Brighton,eng Premier League,W 1-0,1,0,+1,31,1,0,0,0,11,5,1,3,0,1,1,Match Report
420,Arsenal,2019-12-21,Everton,eng Premier League,D 0-0,0,0,0,57,0,0,0,0,10,7,1,1,1,0,0,Match Report
421,Brighton,2019-12-16,Crystal Palace,eng Premier League,D 1-1,1,1,0,65,1,0,0,0,26,15,5,1,3,1,1,Match Report
422,Crystal Palace,2019-12-16,Brighton,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,15,13,1,1,0,0,0,Match Report
423,Manchester City,2019-12-15,Arsenal,eng Premier League,W 3-0,3,0,+3,57,3,0,0,0,25,21,0,2,1,0,1,Match Report
424,Everton,2019-12-15,Manchester Utd,eng Premier League,D 1-1,1,1,0,34,0,0,0,0,13,8,1,1,1,2,0,Match Report
425,Wolves,2019-12-15,Tottenham,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,34,21,2,5,4,1,1,Match Report
426,Tottenham,2019-12-15,Wolves,eng Premier League,W 2-1,2,1,+1,42,2,0,0,0,17,11,1,4,0,1,0,Match Report
427,Arsenal,2019-12-15,Manchester City,eng Premier League,L 0-3,0,3,-3,43,0,0,0,0,12,11,0,0,0,0,1,Match Report
428,Manchester Utd,2019-12-15,Everton,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,45,35,2,3,3,2,0,Match Report
429,Leicester City,2019-12-14,Norwich City,eng Premier League,D 1-1,1,1,0,57,0,0,0,0,31,21,4,3,2,1,0,Match Report
430,Aston Villa,2019-12-14,Sheffield Utd,eng Premier League,L 0-2,0,2,-2,44,0,0,1,1,14,13,1,0,0,0,0,Match Report
431,Liverpool,2019-12-14,Watford,eng Premier League,W 2-0,2,0,+2,68,2,0,0,0,25,21,0,2,1,0,1,Match Report
432,West Ham,2019-12-14,Southampton,eng Premier League,W 1-0,1,0,+1,43,1,0,0,0,20,14,3,0,2,1,0,Match Report
433,Chelsea,2019-12-14,Bournemouth,eng Premier League,L 0-1,0,1,-1,66,0,0,0,0,24,15,3,0,5,1,0,Match Report
434,Southampton,2019-12-14,West Ham,eng Premier League,L 0-1,0,1,-1,57,0,0,0,0,19,16,1,0,1,1,0,Match Report
435,Sheffield Utd,2019-12-14,Aston Villa,eng Premier League,W 2-0,2,0,+2,56,2,0,0,0,14,14,0,0,0,0,0,Match Report
436,Newcastle Utd,2019-12-14,Burnley,eng Premier League,L 0-1,0,1,-1,52,0,0,0,0,13,12,1,0,0,0,0,Match Report
437,Norwich City,2019-12-14,Leicester City,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,19,15,1,0,0,2,1,Match Report
438,Burnley,2019-12-14,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,48,1,0,0,0,14,10,2,1,0,0,1,Match Report
439,Bournemouth,2019-12-14,Chelsea,eng Premier League,W 1-0,1,0,+1,34,1,0,0,0,17,7,3,2,4,0,1,Match Report
440,Watford,2019-12-14,Liverpool,eng Premier League,L 0-2,0,2,-2,32,0,0,0,0,14,11,0,1,1,1,0,Match Report
441,West Ham,2019-12-09,Arsenal,eng Premier League,L 1-3,1,3,-2,36,1,0,0,0,16,14,0,0,0,1,1,Match Report
442,Arsenal,2019-12-09,West Ham,eng Premier League,W 3-1,3,1,+2,64,3,0,0,0,17,16,0,1,0,0,0,Match Report
443,Sheffield Utd,2019-12-08,Norwich City,eng Premier League,W 2-1,2,1,+1,42,2,0,0,0,17,13,0,4,0,0,0,Match Report
444,Norwich City,2019-12-08,Sheffield Utd,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,26,18,3,2,3,0,0,Match Report
445,Newcastle Utd,2019-12-08,Southampton,eng Premier League,W 2-1,2,1,+1,46,2,0,0,0,19,11,3,1,2,2,0,Match Report
446,Leicester City,2019-12-08,Aston Villa,eng Premier League,W 4-1,4,1,+3,59,4,0,0,0,41,25,5,4,4,3,0,Match Report
447,Brighton,2019-12-08,Wolves,eng Premier League,D 2-2,2,2,0,61,2,0,0,0,19,13,2,1,2,1,0,Match Report
448,Aston Villa,2019-12-08,Leicester City,eng Premier League,L 1-4,1,4,-3,41,1,0,0,0,29,19,5,1,0,3,1,Match Report
449,Southampton,2019-12-08,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,54,1,0,0,0,29,15,4,2,6,2,0,Match Report
450,Wolves,2019-12-08,Brighton,eng Premier League,D 2-2,2,2,0,39,2,0,0,0,21,18,0,1,2,0,0,Match Report
451,Manchester City,2019-12-07,Manchester Utd,eng Premier League,L 1-2,1,2,-1,72,1,0,0,0,40,30,3,2,3,2,0,Match Report
452,Crystal Palace,2019-12-07,Watford,eng Premier League,D 0-0,0,0,0,49,0,0,0,0,6,4,0,2,0,0,0,Match Report
453,Burnley,2019-12-07,Tottenham,eng Premier League,L 0-5,0,5,-5,51,0,0,0,0,11,7,2,0,1,1,0,Match Report
454,Watford,2019-12-07,Crystal Palace,eng Premier League,D 0-0,0,0,0,51,0,0,0,0,22,17,2,0,0,3,0,Match Report
455,Liverpool,2019-12-07,Bournemouth,eng Premier League,W 3-0,3,0,+3,73,3,0,0,0,38,33,3,1,1,0,0,Match Report
456,Tottenham,2019-12-07,Burnley,eng Premier League,W 5-0,5,0,+5,49,5,0,0,0,22,15,1,3,1,1,1,Match Report
457,Manchester Utd,2019-12-07,Manchester City,eng Premier League,W 2-1,2,1,+1,28,1,1,1,0,21,19,0,1,0,1,0,Match Report
458,Everton,2019-12-07,Chelsea,eng Premier League,W 3-1,3,1,+2,31,3,0,0,0,22,14,2,2,1,1,2,Match Report
459,Chelsea,2019-12-07,Everton,eng Premier League,L 1-3,1,3,-2,69,1,0,0,0,27,20,3,1,1,2,0,Match Report
460,Bournemouth,2019-12-07,Liverpool,eng Premier League,L 0-3,0,3,-3,27,0,0,0,0,6,6,0,0,0,0,0,Match Report
461,Brighton,2019-12-05,Arsenal,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,34,20,7,0,3,4,0,Match Report
462,Newcastle Utd,2019-12-05,Sheffield Utd,eng Premier League,W 2-0,2,0,+2,27,2,0,0,0,11,9,1,0,0,1,0,Match Report
463,Sheffield Utd,2019-12-05,Newcastle Utd,eng Premier League,L 0-2,0,2,-2,73,0,0,0,0,25,19,1,2,1,2,0,Match Report
464,Arsenal,2019-12-05,Brighton,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,24,14,2,3,3,1,1,Match Report
465,Tottenham,2019-12-04,Manchester Utd,eng Premier League,L 1-2,1,2,-1,53,1,0,0,0,15,10,0,3,0,1,1,Match Report
466,Southampton,2019-12-04,Norwich City,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,25,17,3,1,2,1,1,Match Report
467,Leicester City,2019-12-04,Watford,eng Premier League,W 2-0,2,0,+2,62,1,1,1,0,22,15,1,3,1,2,0,Match Report
468,Norwich City,2019-12-04,Southampton,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,17,15,0,1,1,0,0,Match Report
469,Manchester Utd,2019-12-04,Tottenham,eng Premier League,W 2-1,2,1,+1,47,1,1,1,0,20,16,0,2,0,2,0,Match Report
470,Wolves,2019-12-04,West Ham,eng Premier League,W 2-0,2,0,+2,50,2,0,0,0,21,15,3,0,0,2,1,Match Report
471,Chelsea,2019-12-04,Aston Villa,eng Premier League,W 2-1,2,1,+1,64,2,0,0,0,46,36,1,5,2,1,1,Match Report
472,West Ham,2019-12-04,Wolves,eng Premier League,L 0-2,0,2,-2,50,0,0,0,0,10,9,1,0,0,0,0,Match Report
473,Watford,2019-12-04,Leicester City,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,8,8,0,0,0,0,0,Match Report
474,Aston Villa,2019-12-04,Chelsea,eng Premier League,L 1-2,1,2,-1,36,1,0,0,0,18,14,2,1,1,0,0,Match Report
475,Liverpool,2019-12-04,Everton,eng Premier League,W 5-2,5,2,+3,58,5,0,0,0,21,15,1,3,1,1,0,Match Report
476,Everton,2019-12-04,Liverpool,eng Premier League,L 2-5,2,5,-3,42,2,0,0,0,20,14,2,0,1,2,1,Match Report
477,Bournemouth,2019-12-03,Crystal Palace,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,11,9,1,0,0,1,0,Match Report
478,Crystal Palace,2019-12-03,Bournemouth,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,11,5,2,0,1,1,2,Match Report
479,Manchester City,2019-12-03,Burnley,eng Premier League,W 4-1,4,1,+3,75,4,0,0,0,30,27,1,1,1,0,0,Match Report
480,Burnley,2019-12-03,Manchester City,eng Premier League,L 1-4,1,4,-3,25,1,0,0,0,7,3,1,0,1,2,0,Match Report
481,Norwich City,2019-12-01,Arsenal,eng Premier League,D 2-2,2,2,0,40,2,0,0,0,25,19,2,1,2,1,0,Match Report
482,Aston Villa,2019-12-01,Manchester Utd,eng Premier League,D 2-2,2,2,0,38,2,0,0,0,17,12,0,1,1,2,1,Match Report
483,Arsenal,2019-12-01,Norwich City,eng Premier League,D 2-2,2,2,0,60,1,1,1,0,27,17,4,1,4,1,0,Match Report
484,Wolves,2019-12-01,Sheffield Utd,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,23,13,1,5,3,1,0,Match Report
485,Manchester Utd,2019-12-01,Aston Villa,eng Premier League,D 2-2,2,2,0,62,1,0,0,0,30,28,1,1,0,0,0,Match Report
486,Sheffield Utd,2019-12-01,Wolves,eng Premier League,D 1-1,1,1,0,41,1,0,0,0,18,14,1,2,0,1,0,Match Report
487,Everton,2019-12-01,Leicester City,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,22,10,4,5,2,1,0,Match Report
488,Leicester City,2019-12-01,Everton,eng Premier League,W 2-1,2,1,+1,68,2,0,0,0,31,25,2,2,1,1,0,Match Report
489,Southampton,2019-11-30,Watford,eng Premier League,W 2-1,2,1,+1,63,2,0,0,0,19,13,0,4,0,2,0,Match Report
490,Watford,2019-11-30,Southampton,eng Premier League,L 1-2,1,2,-1,37,1,0,0,0,9,5,3,0,0,1,0,Match Report
491,Bournemouth,2019-11-30,Tottenham,eng Premier League,L 2-3,2,3,-1,48,2,0,0,0,37,26,3,4,2,2,0,Match Report
492,Burnley,2019-11-30,Crystal Palace,eng Premier League,L 0-2,0,2,-2,44,0,0,0,0,24,13,5,0,4,1,1,Match Report
493,Tottenham,2019-11-30,Bournemouth,eng Premier League,W 3-2,3,2,+1,52,3,0,0,0,23,19,0,2,1,0,1,Match Report
494,Chelsea,2019-11-30,West Ham,eng Premier League,L 0-1,0,1,-1,66,0,0,0,0,34,25,4,3,1,1,0,Match Report
495,Crystal Palace,2019-11-30,Burnley,eng Premier League,W 2-0,2,0,+2,56,2,0,0,0,11,9,1,0,0,1,0,Match Report
496,Manchester City,2019-11-30,Newcastle Utd,eng Premier League,D 2-2,2,2,0,75,2,0,0,0,39,32,3,0,4,0,0,Match Report
497,Newcastle Utd,2019-11-30,Manchester City,eng Premier League,D 2-2,2,2,0,25,2,0,0,0,12,6,1,2,0,3,0,Match Report
498,West Ham,2019-11-30,Chelsea,eng Premier League,W 1-0,1,0,+1,34,1,0,0,0,9,6,2,0,1,0,0,Match Report
499,Liverpool,2019-11-30,Brighton,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,23,17,2,0,2,1,1,Match Report
500,Brighton,2019-11-30,Liverpool,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,21,18,1,0,2,0,0,Match Report
501,Newcastle Utd,2019-11-25,Aston Villa,eng Premier League,L 0-2,0,2,-2,39,0,0,0,0,22,15,1,3,0,1,2,Match Report
502,Aston Villa,2019-11-25,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,61,2,0,0,0,34,28,3,0,1,2,0,Match Report
503,Sheffield Utd,2019-11-24,Manchester Utd,eng Premier League,D 3-3,3,3,0,41,3,0,0,0,22,14,4,1,3,0,0,Match Report
504,Manchester Utd,2019-11-24,Sheffield Utd,eng Premier League,D 3-3,3,3,0,59,3,0,0,0,22,19,0,3,0,0,0,Match Report
505,Southampton,2019-11-23,Arsenal,eng Premier League,D 2-2,2,2,0,39,2,0,1,1,34,22,2,2,2,3,3,Match Report
506,Everton,2019-11-23,Norwich City,eng Premier League,L 0-2,0,2,-2,57,0,0,0,0,35,24,4,1,4,2,0,Match Report
507,Burnley,2019-11-23,Watford,eng Premier League,W 3-0,3,0,+3,38,2,1,1,0,17,9,1,0,5,2,0,Match Report
508,Arsenal,2019-11-23,Southampton,eng Premier League,D 2-2,2,2,0,61,2,0,0,0,22,13,4,0,3,2,0,Match Report
509,West Ham,2019-11-23,Tottenham,eng Premier League,L 2-3,2,3,-1,48,2,0,0,0,21,13,3,2,1,2,0,Match Report
510,Liverpool,2019-11-23,Crystal Palace,eng Premier League,W 2-1,2,1,+1,60,2,0,0,0,22,17,3,0,2,0,0,Match Report
511,Wolves,2019-11-23,Bournemouth,eng Premier League,W 2-1,2,1,+1,53,2,0,0,0,29,23,4,0,0,1,1,Match Report
512,Tottenham,2019-11-23,West Ham,eng Premier League,W 3-2,3,2,+1,52,3,0,0,0,26,17,3,0,4,2,0,Match Report
513,Bournemouth,2019-11-23,Wolves,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,16,9,2,0,3,2,0,Match Report
514,Watford,2019-11-23,Burnley,eng Premier League,L 0-3,0,3,-3,62,0,0,0,0,27,15,2,3,0,5,2,Match Report
515,Brighton,2019-11-23,Leicester City,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,14,13,1,0,0,0,0,Match Report
516,Chelsea,2019-11-23,Manchester City,eng Premier League,L 1-2,1,2,-1,53,1,0,0,0,21,19,0,0,1,1,0,Match Report
517,Manchester City,2019-11-23,Chelsea,eng Premier League,W 2-1,2,1,+1,47,2,0,0,0,25,18,1,2,1,2,1,Match Report
518,Leicester City,2019-11-23,Brighton,eng Premier League,W 2-0,2,0,+2,47,1,1,1,0,33,22,3,2,1,3,2,Match Report
519,Norwich City,2019-11-23,Everton,eng Premier League,W 2-0,2,0,+2,43,2,0,0,0,23,15,4,1,2,1,0,Match Report
520,Crystal Palace,2019-11-23,Liverpool,eng Premier League,L 1-2,1,2,-1,40,1,0,0,0,25,22,0,0,3,0,0,Match Report
521,Brighton,2019-11-10,Manchester Utd,eng Premier League,L 1-3,1,3,-2,58,1,0,0,0,10,4,3,0,1,2,0,Match Report
522,Wolves,2019-11-10,Aston Villa,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,31,24,1,4,1,1,0,Match Report
523,Aston Villa,2019-11-10,Wolves,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,25,14,3,4,1,3,0,Match Report
524,Liverpool,2019-11-10,Manchester City,eng Premier League,W 3-1,3,1,+2,45,3,0,0,0,23,20,1,1,0,0,1,Match Report
525,Manchester Utd,2019-11-10,Brighton,eng Premier League,W 3-1,3,1,+2,42,3,0,0,0,41,32,1,3,1,3,1,Match Report
526,Manchester City,2019-11-10,Liverpool,eng Premier League,L 1-3,1,3,-2,55,1,0,0,0,33,19,6,4,2,2,0,Match Report
527,Leicester City,2019-11-09,Arsenal,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,32,28,1,2,0,1,0,Match Report
528,Tottenham,2019-11-09,Sheffield Utd,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,32,27,1,3,1,0,0,Match Report
529,Everton,2019-11-09,Southampton,eng Premier League,W 2-1,2,1,+1,53,2,0,0,0,39,24,7,2,5,1,0,Match Report
530,Sheffield Utd,2019-11-09,Tottenham,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,23,16,0,4,2,1,0,Match Report
531,Chelsea,2019-11-09,Crystal Palace,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,42,31,1,4,2,3,1,Match Report
532,Newcastle Utd,2019-11-09,Bournemouth,eng Premier League,W 2-1,2,1,+1,35,2,0,0,0,35,26,2,2,5,0,0,Match Report
533,Burnley,2019-11-09,West Ham,eng Premier League,W 3-0,3,0,+3,41,2,0,0,0,22,13,4,3,1,1,0,Match Report
534,West Ham,2019-11-09,Burnley,eng Premier League,L 0-3,0,3,-3,59,0,0,0,0,14,14,0,0,0,0,0,Match Report
535,Arsenal,2019-11-09,Leicester City,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,14,9,0,2,2,0,1,Match Report
536,Bournemouth,2019-11-09,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,65,1,0,0,0,29,25,0,0,2,1,1,Match Report
537,Crystal Palace,2019-11-09,Chelsea,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,6,3,1,1,0,1,0,Match Report
538,Southampton,2019-11-09,Everton,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,8,2,1,2,0,2,1,Match Report
539,Watford,2019-11-08,Norwich City,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,19,11,2,4,0,0,2,Match Report
540,Norwich City,2019-11-08,Watford,eng Premier League,L 0-2,0,2,-2,66,0,0,0,0,28,18,3,3,1,2,1,Match Report
541,Everton,2019-11-03,Tottenham,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,13,11,1,1,0,0,0,Match Report
542,Leicester City,2019-11-03,Crystal Palace,eng Premier League,W 2-0,2,0,+2,55,2,0,0,0,27,9,8,2,3,5,0,Match Report
543,Crystal Palace,2019-11-03,Leicester City,eng Premier League,L 0-2,0,2,-2,45,0,0,0,0,23,14,2,5,1,1,0,Match Report
544,Tottenham,2019-11-03,Everton,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,9,7,1,1,0,0,0,Match Report
545,Wolves,2019-11-02,Arsenal,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,41,29,4,2,4,1,1,Match Report
546,Bournemouth,2019-11-02,Manchester Utd,eng Premier League,W 1-0,1,0,+1,43,1,0,0,0,22,18,0,1,1,2,0,Match Report
547,Brighton,2019-11-02,Norwich City,eng Premier League,W 2-0,2,0,+2,58,2,0,0,0,35,24,4,5,0,1,1,Match Report
548,Burnley,2019-11-02,Sheffield Utd,eng Premier League,L 0-3,0,3,-3,55,0,0,0,0,9,7,1,0,0,1,0,Match Report
549,Chelsea,2019-11-02,Watford,eng Premier League,W 2-1,2,1,+1,67,2,0,0,0,27,21,1,3,1,1,0,Match Report
550,Manchester City,2019-11-02,Southampton,eng Premier League,W 2-1,2,1,+1,75,2,0,0,0,48,37,4,3,3,1,0,Match Report
551,Manchester Utd,2019-11-02,Bournemouth,eng Premier League,L 0-1,0,1,-1,57,0,0,0,0,29,24,2,1,0,1,1,Match Report
552,Newcastle Utd,2019-11-02,West Ham,eng Premier League,W 3-2,3,2,+1,30,3,0,0,0,16,11,2,0,1,1,1,Match Report
553,Liverpool,2019-11-02,Aston Villa,eng Premier League,W 2-1,2,1,+1,73,2,0,0,0,46,33,4,3,4,1,1,Match Report
554,Arsenal,2019-11-02,Wolves,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,17,13,2,0,1,1,0,Match Report
555,Sheffield Utd,2019-11-02,Burnley,eng Premier League,W 3-0,3,0,+3,45,3,0,0,0,20,16,0,1,2,0,1,Match Report
556,West Ham,2019-11-02,Newcastle Utd,eng Premier League,L 2-3,2,3,-1,70,2,0,0,0,30,19,6,2,2,0,1,Match Report
557,Southampton,2019-11-02,Manchester City,eng Premier League,L 1-2,1,2,-1,25,1,0,0,0,5,4,0,0,1,0,0,Match Report
558,Watford,2019-11-02,Chelsea,eng Premier League,L 1-2,1,2,-1,33,0,1,1,0,21,15,3,0,0,2,1,Match Report
559,Norwich City,2019-11-02,Brighton,eng Premier League,L 0-2,0,2,-2,42,0,0,0,0,14,6,2,4,1,1,0,Match Report
560,Aston Villa,2019-11-02,Liverpool,eng Premier League,L 1-2,1,2,-1,27,1,0,0,0,6,3,2,0,0,1,0,Match Report
561,Crystal Palace,2019-10-27,Arsenal,eng Premier League,D 2-2,2,2,0,44,1,1,1,0,18,13,2,1,0,2,0,Match Report
562,Norwich City,2019-10-27,Manchester Utd,eng Premier League,L 1-3,1,3,-2,46,1,0,0,0,16,10,0,3,2,1,0,Match Report
563,Manchester Utd,2019-10-27,Norwich City,eng Premier League,W 3-1,3,1,+2,54,3,0,2,2,35,21,4,3,5,2,0,Match Report
564,Liverpool,2019-10-27,Tottenham,eng Premier League,W 2-1,2,1,+1,67,1,1,1,0,38,25,6,2,2,3,0,Match Report
565,Arsenal,2019-10-27,Crystal Palace,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,28,18,6,1,1,2,0,Match Report
566,Newcastle Utd,2019-10-27,Wolves,eng Premier League,D 1-1,1,1,0,44,1,0,0,0,23,14,3,1,2,3,0,Match Report
567,Wolves,2019-10-27,Newcastle Utd,eng Premier League,D 1-1,1,1,0,56,1,0,0,0,25,18,2,2,1,1,1,Match Report
568,Tottenham,2019-10-27,Liverpool,eng Premier League,L 1-2,1,2,-1,33,1,0,0,0,21,14,2,3,1,1,0,Match Report
569,West Ham,2019-10-26,Sheffield Utd,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,22,17,2,1,1,1,0,Match Report
570,Bournemouth,2019-10-26,Watford,eng Premier League,D 0-0,0,0,0,59,0,0,0,0,27,20,2,0,2,2,1,Match Report
571,Watford,2019-10-26,Bournemouth,eng Premier League,D 0-0,0,0,0,41,0,0,0,0,11,6,0,3,1,0,1,Match Report
572,Sheffield Utd,2019-10-26,West Ham,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,18,12,2,1,2,1,0,Match Report
573,Manchester City,2019-10-26,Aston Villa,eng Premier League,W 3-0,3,0,+3,63,3,0,0,0,46,33,4,5,4,0,0,Match Report
574,Chelsea,2019-10-26,Burnley,eng Premier League,W 4-2,4,2,+2,63,4,0,0,0,29,22,2,1,1,2,1,Match Report
575,Aston Villa,2019-10-26,Manchester City,eng Premier League,L 0-3,0,3,-3,37,0,0,0,0,14,9,0,1,4,0,0,Match Report
576,Burnley,2019-10-26,Chelsea,eng Premier League,L 2-4,2,4,-2,37,2,0,0,0,24,18,3,1,2,0,0,Match Report
577,Everton,2019-10-26,Brighton,eng Premier League,L 2-3,2,3,-1,45,1,0,0,0,18,13,2,1,1,1,0,Match Report
578,Brighton,2019-10-26,Everton,eng Premier League,W 3-2,3,2,+1,55,1,1,1,0,15,12,0,0,0,3,0,Match Report
579,Leicester City,2019-10-25,Southampton,eng Premier League,W 9-0,9,0,+9,72,8,1,1,0,43,29,0,7,3,2,2,Match Report
580,Southampton,2019-10-25,Leicester City,eng Premier League,L 0-9,0,9,-9,28,0,0,0,0,10,6,1,1,0,1,1,Match Report
581,Sheffield Utd,2019-10-21,Arsenal,eng Premier League,W 1-0,1,0,+1,33,1,0,0,0,16,9,4,0,1,2,0,Match Report
582,Arsenal,2019-10-21,Sheffield Utd,eng Premier League,L 0-1,0,1,-1,67,0,0,0,0,16,13,1,0,1,1,0,Match Report
583,Liverpool,2019-10-20,Manchester Utd,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,19,16,1,1,0,1,0,Match Report
584,Manchester Utd,2019-10-20,Liverpool,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,14,12,0,2,0,0,0,Match Report
585,Bournemouth,2019-10-19,Norwich City,eng Premier League,D 0-0,0,0,0,48,0,0,0,0,21,15,3,0,1,2,0,Match Report
586,Tottenham,2019-10-19,Watford,eng Premier League,D 1-1,1,1,0,69,1,0,0,0,23,17,2,2,1,1,0,Match Report
587,Wolves,2019-10-19,Southampton,eng Premier League,D 1-1,1,1,0,57,0,1,1,0,8,5,0,2,0,1,0,Match Report
588,Watford,2019-10-19,Tottenham,eng Premier League,D 1-1,1,1,0,31,1,0,0,0,13,8,0,3,0,2,0,Match Report
589,Manchester City,2019-10-19,Crystal Palace,eng Premier League,W 2-0,2,0,+2,71,2,0,0,0,40,34,0,5,1,0,0,Match Report
590,Norwich City,2019-10-19,Bournemouth,eng Premier League,D 0-0,0,0,0,52,0,0,0,0,20,17,2,1,0,0,0,Match Report
591,Everton,2019-10-19,West Ham,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,35,20,6,2,3,3,1,Match Report
592,Brighton,2019-10-19,Aston Villa,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,36,29,2,2,2,1,0,Match Report
593,Southampton,2019-10-19,Wolves,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,22,14,4,0,1,3,0,Match Report
